source,target,tgt_lng
神器专家：中娅悖论,Experto en Artefactos: Paradoja de Zhonya,es-MX
アーティファクトの専門家: ゾーニャの遡時計,Experto en Artefactos: Paradoja de Zhonya,es-MX
Keep Away,Aléjate,es-MX
离我远点,Aléjate,es-MX
間合い維持,Aléjate,es-MX
Artifact Expert: Fishbones,Experto en Artefactos: Carapescado,es-MX
神器专家：鱼骨头,Experto en Artefactos: Carapescado,es-MX
アーティファクトの専門家: フィッシュボーン,Experto en Artefactos: Carapescado,es-MX
Juggernaut Crown,Corona de Coloso,es-MX
主宰之冕,Corona de Coloso,es-MX
ジャガーノートのクラウン,Corona de Coloso,es-MX
Vanquisher Crown,Corona de Vencedor,es-MX
ヴァンキッシャーのクラウン,Corona de Vencedor,es-MX
Disruptor Crown,Corona de Disruptor,es-MX
耀光使之冠,Corona de Disruptor,es-MX
ディスラプターのクラウン,Corona de Disruptor,es-MX
The Darkin Bow,El Arco Darkin,es-MX
暗裔之弓,El Arco Darkin,es-MX
ダーキンの弓,El Arco Darkin,es-MX
Arcanist Crest,Cresta de Arcanista,es-MX
アルカニストのクレスト,Cresta de Arcanista,es-MX
Artifact Expert: Deathfire Grasp,Experto en Artefactos: Garra de la Muerte Ígnea,es-MX
神器专家：冥火之拥,Experto en Artefactos: Garra de la Muerte Ígnea,es-MX
アーティファクトの専門家: デスファイア グラスプ,Experto en Artefactos: Garra de la Muerte Ígnea,es-MX
Ixtal Expeditionist,Expedicionista de Ixtal,es-MX
以绪塔尔探险家,Expedicionista de Ixtal,es-MX
イシュタル遠征者,Expedicionista de Ixtal,es-MX
Artifact Expert: Flickerblade,Experto en Artefactos: Cuchilla Rauda,es-MX
神器专家：纳沃利烁刃,Experto en Artefactos: Cuchilla Rauda,es-MX
アーティファクトの専門家: フリッカーブレード,Experto en Artefactos: Cuchilla Rauda,es-MX
Bilgewater Crest,Cresta de Aguasturbias,es-MX
比尔吉沃特之徽,Cresta de Aguasturbias,es-MX
ビルジウォーターのクレスト,Cresta de Aguasturbias,es-MX
Artifact Expert: Hullbreaker,Experto en Artefactos: Rompecascos,es-MX
神器专家：破舰者,Experto en Artefactos: Rompecascos,es-MX
アーティファクトの専門家: ハルブレイカー,Experto en Artefactos: Rompecascos,es-MX
Ionia Crest,Cresta de Jonia,es-MX
艾欧尼亚之徽,Cresta de Jonia,es-MX
アイオニアのクレスト,Cresta de Jonia,es-MX
Defender Crest,Cresta de Defensor,es-MX
护卫之徽,Cresta de Defensor,es-MX
ディフェンダーのクレスト,Cresta de Defensor,es-MX
Yordle Circlet,Diadema de Yordle,es-MX
约德尔人之环,Diadema de Yordle,es-MX
ヨードルのサークレット,Diadema de Yordle,es-MX
Artifact Expert: Blighting Jewel,Experto en Artefactos: Joya Maldita,es-MX
神器专家：枯萎珠宝,Experto en Artefactos: Joya Maldita,es-MX
アーティファクトの専門家: 枯死の宝石,Experto en Artefactos: Joya Maldita,es-MX
Evolve and Overcome,Evolución y Superación,es-MX
进化，然后征服,Evolución y Superación,es-MX
進化と克服,Evolución y Superación,es-MX
Demacia Crown,Corona de Demacia,es-MX
德玛西亚之冕,Corona de Demacia,es-MX
デマーシアのクラウン,Corona de Demacia,es-MX
Artifact Expert: The Indomitable,Experto en Artefactos: El Indomable,es-MX
神器专家：顽强不屈,Experto en Artefactos: El Indomable,es-MX
アーティファクトの専門家: 不屈,Experto en Artefactos: El Indomable,es-MX
Total Domination,Dominación Total,es-MX
全面主宰,Dominación Total,es-MX
完全支配,Dominación Total,es-MX
Longshot Circlet,Diadema de Tirolargo,es-MX
狙神之环,Diadema de Tirolargo,es-MX
ロングショットのサークレット,Diadema de Tirolargo,es-MX
Rocket Fist,Puño Cohete,es-MX
飞爪铁拳,Puño Cohete,es-MX
ロケットフィスト,Puño Cohete,es-MX
Vanquisher Circlet,Diadema de Vencedor,es-MX
征服者之环,Diadema de Vencedor,es-MX
ヴァンキッシャーのサークレット,Diadema de Vencedor,es-MX
Artifact Expert: Innervating Locket,Experto en Artefactos: Relicario Enervante,es-MX
神器专家：激发之匣,Experto en Artefactos: Relicario Enervante,es-MX
アーティファクトの専門家: 心身統御のペンダント,Experto en Artefactos: Relicario Enervante,es-MX
Ixtal Crown,Corona de Ixtal,es-MX
以绪塔尔之冕,Corona de Ixtal,es-MX
イシュタルのクラウン,Corona de Ixtal,es-MX
Artifact Expert: Dawncore,Experto en Artefactos: Esfera del Amanecer,es-MX
神器专家：黎明核心,Experto en Artefactos: Esfera del Amanecer,es-MX
アーティファクトの専門家: ドーンコア,Experto en Artefactos: Esfera del Amanecer,es-MX
Vision,Visión,es-MX
诺克斯伊狄的远谋,Visión,es-MX
展望,Visión,es-MX
Hero of the Placidium,Héroe del Placidium,es-MX
普雷西典的英雄,Héroe del Placidium,es-MX
プラシディウムの英雄,Héroe del Placidium,es-MX
Ixtal Circlet,Diadema de Ixtal,es-MX
以绪塔尔之环,Diadema de Ixtal,es-MX
イシュタルのサークレット,Diadema de Ixtal,es-MX
Zaun Crest,Cresta de Zaun,es-MX
祖安之徽,Cresta de Zaun,es-MX
ゾウンのクレスト,Cresta de Zaun,es-MX
Juggernaut Circlet,Diadema de Coloso,es-MX
主宰之环,Diadema de Coloso,es-MX
ジャガーノートのサークレット,Diadema de Coloso,es-MX
Freljord Crown,Corona del Fréljord,es-MX
弗雷尔卓德之冕,Corona del Fréljord,es-MX
フレヨルドのクラウン,Corona del Fréljord,es-MX
Vanquisher Crest,Cresta de Vencedor,es-MX
ヴァンキッシャーのクレスト,Cresta de Vencedor,es-MX
Artifact Expert: Prowler's Claw,Experto en Artefactos: Garra del Merodeador,es-MX
神器专家：暗行者之爪,Experto en Artefactos: Garra del Merodeador,es-MX
アーティファクトの専門家: プローラー クロウ,Experto en Artefactos: Garra del Merodeador,es-MX
Shadow Dash,Ataque Sombrío,es-MX
奥义！影缚,Ataque Sombrío,es-MX
殺気駆け,Ataque Sombrío,es-MX
Arcanist Crown,Corona de Arcanista,es-MX
アルカニストのクラウン,Corona de Arcanista,es-MX
Slayer Circlet,Diadema de Fulminador,es-MX
裁决战士之环,Diadema de Fulminador,es-MX
スレイヤーのサークレット,Diadema de Fulminador,es-MX
Artifact Expert: Titanic Hydra,Experto en Artefactos: Hidra Titánica,es-MX
神器专家：巨型九头蛇,Experto en Artefactos: Hidra Titánica,es-MX
アーティファクトの専門家: タイタン ハイドラ,Experto en Artefactos: Hidra Titánica,es-MX
Ionia Circlet,Diadema de Jonia,es-MX
艾欧尼亚之环,Diadema de Jonia,es-MX
アイオニアのサークレット,Diadema de Jonia,es-MX
Noxus Crown,Corona de Noxus,es-MX
诺克萨斯之冕,Corona de Noxus,es-MX
ノクサスのクラウン,Corona de Noxus,es-MX
Artifact Expert: Spectral Cutlass,Experto en Artefactos: Sable Espectral,es-MX
神器专家：幽魂弯刀,Experto en Artefactos: Sable Espectral,es-MX
アーティファクトの専門家: スペクトラル カトラス,Experto en Artefactos: Sable Espectral,es-MX
Artifact Expert: Talisman Of Ascension,Experto en Artefactos: Talismán de Ascensión,es-MX
神器专家：飞升护符,Experto en Artefactos: Talismán de Ascensión,es-MX
アーティファクトの専門家: 超越のタリスマン,Experto en Artefactos: Talismán de Ascensión,es-MX
Disruptor Crest,Cresta de Disruptor,es-MX
耀光使之徽,Cresta de Disruptor,es-MX
ディスラプターのクレスト,Cresta de Disruptor,es-MX
Longshot Crown,Corona de Tirolargo,es-MX
ロングショットのクラウン,Corona de Tirolargo,es-MX
Void Crown,Corona del Vacío,es-MX
虚空之冕,Corona del Vacío,es-MX
ヴォイドのクラウン,Corona del Vacío,es-MX
Artifact Expert: Horizon Focus,Experto en Artefactos: Enfoque al Horizonte,es-MX
神器专家：视界专注,Experto en Artefactos: Enfoque al Horizonte,es-MX
アーティファクトの専門家: ホライゾン フォーカス,Experto en Artefactos: Enfoque al Horizonte,es-MX
Artifact Expert: Sniper's Focus,Experto en Artefactos: Concentración de Francotirador,es-MX
神器专家：狙击手的专注,Experto en Artefactos: Concentración de Francotirador,es-MX
アーティファクトの専門家: スナイパー フォーカス,Experto en Artefactos: Concentración de Francotirador,es-MX
Artifact Expert: Wits End,Experto en Artefactos: Al Filo de la Cordura,es-MX
神器专家：智慧末刃,Experto en Artefactos: Al Filo de la Cordura,es-MX
アーティファクトの専門家: ウィッツ エンド,Experto en Artefactos: Al Filo de la Cordura,es-MX
Might,Poder,es-MX
诺克斯克里的武力,Poder,es-MX
武力,Poder,es-MX
Piltover Crown,Corona de Piltóver,es-MX
皮尔特沃夫之冕,Corona de Piltóver,es-MX
ピルトーヴァーのクラウン,Corona de Piltóver,es-MX
Demacia Crest,Cresta de Demacia,es-MX
德玛西亚之徽,Cresta de Demacia,es-MX
デマーシアのクレスト,Cresta de Demacia,es-MX
Juggernaut Crest,Cresta de Coloso,es-MX
主宰之徽,Cresta de Coloso,es-MX
ジャガーノートのクレスト,Cresta de Coloso,es-MX
Yordle Crest,Cresta de Yordle,es-MX
约德尔人之徽,Cresta de Yordle,es-MX
ヨードルのクレスト,Cresta de Yordle,es-MX
Noxus Crest,Cresta de Noxus,es-MX
诺克萨斯之徽,Cresta de Noxus,es-MX
ノクサスのクレスト,Cresta de Noxus,es-MX
Invoker Circlet,Diadema de Conjurador,es-MX
神谕者之环,Diadema de Conjurador,es-MX
インヴォーカーのサークレット,Diadema de Conjurador,es-MX
Gunslinger Crest,Cresta de Pistolero,es-MX
枪手之徽,Cresta de Pistolero,es-MX
ガンスリンガーのクレスト,Cresta de Pistolero,es-MX
Gunslinger Circlet,Diadema de Pistolero,es-MX
枪手之环,Diadema de Pistolero,es-MX
ガンスリンガーのサークレット,Diadema de Pistolero,es-MX
Artifact Expert: Lightshield Crest,Experto en Artefactos: Cresta de Escudo de Luz,es-MX
神器专家：光盾徽章,Experto en Artefactos: Cresta de Escudo de Luz,es-MX
アーティファクトの専門家: ライトシールドのクレスト,Experto en Artefactos: Cresta de Escudo de Luz,es-MX
Perfect Parry,Desvío Perfecto,es-MX
完美闪避,Desvío Perfecto,es-MX
パーフェクトパリィ,Desvío Perfecto,es-MX
Shiv Expert: Twisted Fate,Experto en Dagas: Twisted Fate,es-MX
电刃专家：崔斯特,Experto en Dagas: Twisted Fate,es-MX
シヴエキスパート: ツイステッド・フェイト,Experto en Dagas: Twisted Fate,es-MX
Joint Album,Álbum Colaborativo,es-MX
联合专辑,Álbum Colaborativo,es-MX
共有アルバム,Álbum Colaborativo,es-MX
Secrets of the Sands,Secretos de las Arenas,es-MX
沙海奥秘,Secretos de las Arenas,es-MX
砂漠の秘密,Secretos de las Arenas,es-MX
Artifact Expert: Unending Despair,Experto en Artefactos: Desesperación Eterna,es-MX
神器专家：无终恨意,Experto en Artefactos: Desesperación Eterna,es-MX
アーティファクトの専門家: 終わりなき絶望,Experto en Artefactos: Desesperación Eterna,es-MX
Noxus Circlet,Diadema de Noxus,es-MX
诺克萨斯之环,Diadema de Noxus,es-MX
ノクサスのサークレット,Diadema de Noxus,es-MX
Arcanist Circlet,Diadema de Arcanista,es-MX
法师之环,Diadema de Arcanista,es-MX
アルカニストのサークレット,Diadema de Arcanista,es-MX
Warden Crest,Cresta de Protectores,es-MX
ワーデンのクレスト,Cresta de Protectores,es-MX
Quickstriker Circlet,Diadema de Ataque Relámpago,es-MX
迅击战士之环,Diadema de Ataque Relámpago,es-MX
韋駄天のサークレット,Diadema de Ataque Relámpago,es-MX
Bilgewater Circlet,Diadema de Aguasturbias,es-MX
比尔吉沃特之环,Diadema de Aguasturbias,es-MX
ビルジウォーターのサークレット,Diadema de Aguasturbias,es-MX
Artifact Expert: Seeker's Armguard,Experto en Artefactos: Guardabrazo del Buscador,es-MX
神器专家：探索者的护臂,Experto en Artefactos: Guardabrazo del Buscador,es-MX
アーティファクトの専門家: シーカー アームガード,Experto en Artefactos: Guardabrazo del Buscador,es-MX
Hero 101,Héroe 101,es-MX
英雄101,Héroe 101,es-MX
ヒーロー初級講座,Héroe 101,es-MX
Edgelord Crown,Corona de Provocador,es-MX
刀锋领主之冕,Corona de Provocador,es-MX
エッジロードのクラウン,Corona de Provocador,es-MX
Protector Crest,Cresta de Protectores,es-MX
圣盾使之徽,Cresta de Protectores,es-MX
プロテクターのクレスト,Cresta de Protectores,es-MX
Bastion Crest,Cresta de Bastión,es-MX
バスティオンのクレスト,Cresta de Bastión,es-MX
Prodigy Crown,Corona de Prodigio,es-MX
天才之冕,Corona de Prodigio,es-MX
プロディジーのクラウン,Corona de Prodigio,es-MX
Supreme Cells Circlet,Diadema de Células Supremas,es-MX
兵王之环,Diadema de Células Supremas,es-MX
百機一門のサークレット,Diadema de Células Supremas,es-MX
Space Camp,Campamento Espacial,es-MX
太空营地,Campamento Espacial,es-MX
スペースキャンプ,Campamento Espacial,es-MX
Nine Thousand Volts,Nueve Mil Voltios,es-MX
9000伏特,Nueve Mil Voltios,es-MX
9000ボルト,Nueve Mil Voltios,es-MX
Give 'em the Chair!,¡Dales con la Silla!,es-MX
给他们整点椅子！,¡Dales con la Silla!,es-MX
パイプ椅子を食らえ！,¡Dales con la Silla!,es-MX
Diamond Hands,Manos de Diamante,es-MX
钻石之手,Manos de Diamante,es-MX
ダイヤモンド ハンド,Manos de Diamante,es-MX
Golden Guillotine,Guillotina Dorada,es-MX
金制断头台,Guillotina Dorada,es-MX
ゴールデンギロチン,Guillotina Dorada,es-MX
Luchador Crest,Cresta de Luchador,es-MX
假面摔角手之徽,Cresta de Luchador,es-MX
ルチャドールのクレスト,Cresta de Luchador,es-MX
Mighty Mech Circlet,Diadema de Mega Mecha,es-MX
超级战队之环,Diadema de Mega Mecha,es-MX
マイティーロボのサークレット,Diadema de Mega Mecha,es-MX
Unbound Arcana,Liberación Arcana,es-MX
解封奥能,Liberación Arcana,es-MX
アルカナ解放,Liberación Arcana,es-MX
Class President,Presidente de la Clase,es-MX
班长,Presidente de la Clase,es-MX
学級委員,Presidente de la Clase,es-MX
Ring The Bell,Que Suene la Campana,es-MX
擂台钟响,Que Suene la Campana,es-MX
ゴングを鳴らせ,Que Suene la Campana,es-MX
Crystal Gambit Circlet,Diadema de Gambito de Cristal,es-MX
水晶玫瑰之环,Diadema de Gambito de Cristal,es-MX
クリスタルガンビットのサークレット,Diadema de Gambito de Cristal,es-MX
Star Power,Poder Estelar,es-MX
巨星能量,Poder Estelar,es-MX
スターパワー,Poder Estelar,es-MX
Bastion Circlet,Diadema de Bastión,es-MX
バスティオンのサークレット,Diadema de Bastión,es-MX
Star Guardian Crest,Cresta de Guardiana Estelar,es-MX
星之守护者之徽,Cresta de Guardiana Estelar,es-MX
スターガーディアンのクレスト,Cresta de Guardiana Estelar,es-MX
Battle Academia Crown,Tienda de Academia de Combate,es-MX
战斗学院之冕,Tienda de Academia de Combate,es-MX
バトルアカデミアの王冠,Tienda de Academia de Combate,es-MX
Strategist Circlet,Diadema de Estratega,es-MX
司令之环,Diadema de Estratega,es-MX
ストラテジストのサークレット,Diadema de Estratega,es-MX
Tectonic Titan,Titán Tectónico,es-MX
地构泰坦,Titán Tectónico,es-MX
地殻変動タイタン,Titán Tectónico,es-MX
The Strongest Survive,Solo los fuertes sobreviven,es-MX
强者生存,Solo los fuertes sobreviven,es-MX
強者が生き残る,Solo los fuertes sobreviven,es-MX
Soul Fighter Crown,Corona de Peleador Álmico,es-MX
斗魂战士之冕,Corona de Peleador Álmico,es-MX
ソウルファイターのクラウン,Corona de Peleador Álmico,es-MX
The God's Eye Opens,Apertura del Ojo Divino,es-MX
魔眼睁开,Apertura del Ojo Divino,es-MX
神の瞳が開く,Apertura del Ojo Divino,es-MX
Raid Boss,Jefe de Incursión,es-MX
副本BOSS,Jefe de Incursión,es-MX
レイドボス,Jefe de Incursión,es-MX
Strategist Crown,Corona de Estratega,es-MX
司令之冕,Corona de Estratega,es-MX
ストラテジストのクラウン,Corona de Estratega,es-MX
Learn From The Best,Aprende del Mejor,es-MX
トップから学ぼう,Aprende del Mejor,es-MX
Executioner Crown,Corona de Ejecutor,es-MX
裁决使者之冕,Corona de Ejecutor,es-MX
エクセキューショナーのクラウン,Corona de Ejecutor,es-MX
I'll Be The Legs,Piernas Mecha,es-MX
我来组成腿和脚,Piernas Mecha,es-MX
足になる！,Piernas Mecha,es-MX
Grand Slam,Grand Slam,es-MX
大满贯,Grand Slam,es-MX
グランドスラム,Grand Slam,es-MX
Mighty Mech Crown,Corona de Mega Mecha,es-MX
超级战队之冕,Corona de Mega Mecha,es-MX
マイティーロボのクラウン,Corona de Mega Mecha,es-MX
Battle Academia Circlet,Diadema de Academia de Combate,es-MX
战斗学院之环,Diadema de Academia de Combate,es-MX
バトルアカデミアのサークレット,Diadema de Academia de Combate,es-MX
Duelist Circlet,Diadema de Duelista,es-MX
决斗大师之环,Diadema de Duelista,es-MX
デュエリストのサークレット,Diadema de Duelista,es-MX
Power of Friendship,El poder de la amistad,es-MX
友谊能量,El poder de la amistad,es-MX
友情の力,El poder de la amistad,es-MX
Crystal Gambit Crest,Cresta de Gambito de Cristal,es-MX
水晶玫瑰之徽,Cresta de Gambito de Cristal,es-MX
クリスタルガンビットのクレスト,Cresta de Gambito de Cristal,es-MX
Starfall,Lluvia de Estrellas,es-MX
星落,Lluvia de Estrellas,es-MX
流星雨,Lluvia de Estrellas,es-MX
Heavyweight Circlet,Diadema de Peso Pesado,es-MX
重量级斗士之环,Diadema de Peso Pesado,es-MX
ヘビーウェイトのサークレット,Diadema de Peso Pesado,es-MX
Heavyweight Crown,Corona de Peso Pesado,es-MX
重量级斗士之冕,Corona de Peso Pesado,es-MX
ヘビーウェイトのクラウン,Corona de Peso Pesado,es-MX
Escape Velocity,Velocidad de Escape,es-MX
逃逸速率,Velocidad de Escape,es-MX
脱出速度,Velocidad de Escape,es-MX
Gain The Edge,Saca Ventaja,es-MX
锋不可当,Saca Ventaja,es-MX
エッジを効かせて,Saca Ventaja,es-MX
New Contenders,Nuevos Contendientes,es-MX
新竞争者,Nuevos Contendientes,es-MX
新たな優勝候補,Nuevos Contendientes,es-MX
Burning Bright,Brillo Ardiente,es-MX
火光熠熠,Brillo Ardiente,es-MX
赫灼たる炎,Brillo Ardiente,es-MX
Unceasing,Incesante,es-MX
永不停息,Incesante,es-MX
終わりなし,Incesante,es-MX
The Darkness Within,La oscuridad interior,es-MX
黑暗其内,La oscuridad interior,es-MX
内なる闇,La oscuridad interior,es-MX
Star Guardian Crown,Corona de Guardiana Estelar,es-MX
星之守护者之冕,Corona de Guardiana Estelar,es-MX
スターガーディアンのクラウン,Corona de Guardiana Estelar,es-MX
I'll Be The Head,Cabeza Mecha,es-MX
我来组成头部,Cabeza Mecha,es-MX
頭になる,Cabeza Mecha,es-MX
Power Upload,Mejora de Poder,es-MX
果实上传,Mejora de Poder,es-MX
パワーアップロード,Mejora de Poder,es-MX
Preemptive Protection,Protección Estratégica,es-MX
预先开盾,Protección Estratégica,es-MX
予防的防護,Protección Estratégica,es-MX
Perfect Form,Forma Perfecta,es-MX
完美形态,Forma Perfecta,es-MX
完全体,Forma Perfecta,es-MX
Teacher's Council,Consejo de Maestros,es-MX
教师理事会,Consejo de Maestros,es-MX
師範評議会,Consejo de Maestros,es-MX
Wraith Crest,Cresta de Espectro,es-MX
至高天之徽,Cresta de Espectro,es-MX
レイスのクレスト,Cresta de Espectro,es-MX
Protector Circlet,Diadema de Protectores,es-MX
圣盾使之环,Diadema de Protectores,es-MX
プロテクターのサークレット,Diadema de Protectores,es-MX
Game Plan,Plan de Juego,es-MX
游戏计划,Plan de Juego,es-MX
ゲームプラン,Plan de Juego,es-MX
Edgelord Crest,Cresta de Provocador,es-MX
刀锋领主之徽,Cresta de Provocador,es-MX
エッジロードのクレスト,Cresta de Provocador,es-MX
Sniper Circlet,Diadema de Francotiradores,es-MX
スナイパーのサークレット,Diadema de Francotiradores,es-MX
Tournament Titans,Titanes del Torneo,es-MX
比赛巨头,Titanes del Torneo,es-MX
トーナメントの巨人,Titanes del Torneo,es-MX
Executioner Circlet,Diadema de Ejecutor,es-MX
裁决使者之环,Diadema de Ejecutor,es-MX
エクセキューショナーのサークレット,Diadema de Ejecutor,es-MX
Bastion Crown,Corona de Bastión,es-MX
バスティオンのクラウン,Corona de Bastión,es-MX
Supreme Cells Crown,Corona de Células Supremas,es-MX
兵王之冕,Corona de Células Supremas,es-MX
百機一門のクラウン,Corona de Células Supremas,es-MX
Edgelord Circlet,Diadema de Provocador,es-MX
刀锋领主之环,Diadema de Provocador,es-MX
エッジロードのサークレット,Diadema de Provocador,es-MX
Dazzling Display,Demostración Deslumbrante,es-MX
炫目表演,Demostración Deslumbrante,es-MX
驚きのショー,Demostración Deslumbrante,es-MX
Wraith Circlet,Diadema de Espectro,es-MX
至高天之环,Diadema de Espectro,es-MX
レイスのサークレット,Diadema de Espectro,es-MX
Luchador Crown,Corona de Luchador,es-MX
假面摔角手之冕,Corona de Luchador,es-MX
ルチャドールのクラウン,Corona de Luchador,es-MX
Protector Crown,Corona de Protectores,es-MX
圣盾使之冕,Corona de Protectores,es-MX
プロテクターのクラウン,Corona de Protectores,es-MX
Heavyweight Crest,Cresta de Peso Pesado,es-MX
重量级斗士之徽,Cresta de Peso Pesado,es-MX
ヘビーウェイトのクレスト,Cresta de Peso Pesado,es-MX
Tiny Team,Miniequipo,es-MX
少而明亮,Miniequipo,es-MX
ミニミニ・チーム,Miniequipo,es-MX
Knuckledusters,Nudilleras,es-MX
指虎,Nudilleras,es-MX
ナックルダスター,Nudilleras,es-MX
Wraith Crown,Corona de Espectro,es-MX
至高天之冕,Corona de Espectro,es-MX
レイスのクラウン,Corona de Espectro,es-MX
Deepening Shadows,Sombras Profundas,es-MX
暗影渐浓,Sombras Profundas,es-MX
深まる影,Sombras Profundas,es-MX
Star Guardian Circlet,Diadema de Guardiana Estelar,es-MX
星之守护者之环,Diadema de Guardiana Estelar,es-MX
スターガーディアンのサークレット,Diadema de Guardiana Estelar,es-MX
Soul Fighter Circlet,Diadema de Peleador Álmico,es-MX
斗魂战士之环,Diadema de Peleador Álmico,es-MX
ソウルファイターのサークレット,Diadema de Peleador Álmico,es-MX
Prodigy Crest,Cresta de Prodigio,es-MX
天才之徽,Cresta de Prodigio,es-MX
プロディジーのクレスト,Cresta de Prodigio,es-MX
Battle Academia Crest,Cresta Academia de Combate,es-MX
战斗学院之徽,Cresta Academia de Combate,es-MX
バトルアカデミアのクレスト,Cresta Academia de Combate,es-MX
Prodigy Circlet,Diadema de Prodigio,es-MX
天才之环,Diadema de Prodigio,es-MX
プロディジーのサークレット,Diadema de Prodigio,es-MX
Tournament Favorites,Favoritos del Torneo,es-MX
比赛宠儿,Favoritos del Torneo,es-MX
優勝候補,Favoritos del Torneo,es-MX
Mighty Mech Crest,Cresta de Mega Mecha,es-MX
超级战队之徽,Cresta de Mega Mecha,es-MX
マイティーロボのクレスト,Cresta de Mega Mecha,es-MX
Strategist Crest,Cresta de Estratega,es-MX
司令之徽,Cresta de Estratega,es-MX
ストラテジストのクレスト,Cresta de Estratega,es-MX
Adaptive Style,Estilo Adaptable,es-MX
自适应风格,Estilo Adaptable,es-MX
アダプティブスタイル,Estilo Adaptable,es-MX
Transfer Students,Estudiantes de Intercambio,es-MX
转校生,Estudiantes de Intercambio,es-MX
転校生,Estudiantes de Intercambio,es-MX
Crystal Gambit Crown,Corona de Gambito de Cristal,es-MX
水晶玫瑰之冕,Corona de Gambito de Cristal,es-MX
クリスタルガンビットのクラウン,Corona de Gambito de Cristal,es-MX
Luchador Circlet,Diadema de Luchador,es-MX
假面摔角手之环,Diadema de Luchador,es-MX
ルチャドールのサークレット,Diadema de Luchador,es-MX
Precise Shot,Tiro Preciso,es-MX
精准射击,Tiro Preciso,es-MX
精密射撃,Tiro Preciso,es-MX
Executioner Crest,Cresta de Ejecutor,es-MX
裁决使者之徽,Cresta de Ejecutor,es-MX
エクセキューショナーのクレスト,Cresta de Ejecutor,es-MX
Twilight Assault,Ataque de Crepúsculo,es-MX
奥义！暮临,Ataque de Crepúsculo,es-MX
護刃招来,Ataque de Crepúsculo,es-MX
Schoolyard Justice,Justicia Escolar,es-MX
校园裁决,Justicia Escolar,es-MX
校庭の正義,Justicia Escolar,es-MX
Multi-Mech,Multimecha,es-MX
多机甲,Multimecha,es-MX
全員ロボ,Multimecha,es-MX
I'll Be The Arms,Brazos Mecha,es-MX
我来组成手臂,Brazos Mecha,es-MX
腕になる！,Brazos Mecha,es-MX
Soul Surge,Impulso Álmico,es-MX
斗魂狂涌,Impulso Álmico,es-MX
ソウルサージ,Impulso Álmico,es-MX
Soul Fighter Crest,Cresta de Peleador Álmico,es-MX
斗魂战士之徽,Cresta de Peleador Álmico,es-MX
ソウルファイターのクレスト,Cresta de Peleador Álmico,es-MX
Sorcerer Circlet,Diadema de Hechiceros,es-MX
ソーサラーのサークレット,Diadema de Hechiceros,es-MX
Supreme Cells Crest,Cresta de Células Supremas,es-MX
兵王之徽,Cresta de Células Supremas,es-MX
百機一門のクレスト,Cresta de Células Supremas,es-MX
Dynamo Circlet,Diadema de Dínamo,es-MX
人造人之环,Diadema de Dínamo,es-MX
ダイナモのサークレット,Diadema de Dínamo,es-MX
Syndicate Circlet,Diadema de Sindicato,es-MX
辛迪加之环,Diadema de Sindicato,es-MX
シンジケートのサークレット,Diadema de Sindicato,es-MX
Vanguard Circlet,Diadema de Vanguardia,es-MX
重装战士之环,Diadema de Vanguardia,es-MX
ヴァンガードのサークレット,Diadema de Vanguardia,es-MX
Reinforcing Skeleture,Osamenta de Refuerzo,es-MX
强化骨架,Osamenta de Refuerzo,es-MX
骨組織強化,Osamenta de Refuerzo,es-MX
Divine Ascension,Ascensión Divina,es-MX
神圣飞升,Ascensión Divina,es-MX
聖なる上昇,Ascensión Divina,es-MX
Cypher Crown,Corona de Cypher,es-MX
执事之冕,Corona de Cypher,es-MX
サイファーのクラウン,Corona de Cypher,es-MX
Overclocked,Sobrecalibrado,es-MX
超频,Sobrecalibrado,es-MX
オーバークロック,Sobrecalibrado,es-MX
Flatline,Sin Pulso,es-MX
平线,Sin Pulso,es-MX
フラットライン,Sin Pulso,es-MX
Speed Kills,Asesinatos Rápidos,es-MX
超速进击,Asesinatos Rápidos,es-MX
スピードキル,Asesinatos Rápidos,es-MX
Divinicorp Crown,Corona de Divinicorp,es-MX
圣灵使者之冕,Corona de Divinicorp,es-MX
ディヴィニコープのクラウン,Corona de Divinicorp,es-MX
Techie Crest,Cresta de Techie,es-MX
高级工程师之徽,Cresta de Techie,es-MX
テッキーのクレスト,Cresta de Techie,es-MX
Dynamo Crest,Cresta de Dínamo,es-MX
人造人之徽,Cresta de Dínamo,es-MX
ダイナモのクレスト,Cresta de Dínamo,es-MX
Dynamo Crown,Corona de Dínamo,es-MX
人造人之冕,Corona de Dínamo,es-MX
ダイナモのクラウン,Corona de Dínamo,es-MX
Golden Fleece,Vellocino de Oro,es-MX
福金牛毛,Vellocino de Oro,es-MX
金の羊毛,Vellocino de Oro,es-MX
Rapidfire Circlet,Diadema de Fuegorrápido,es-MX
迅捷射手之环,Diadema de Fuegorrápido,es-MX
ラピッドファイアのサークレット,Diadema de Fuegorrápido,es-MX
Power Leveling,Nivelación de Poder,es-MX
威力升级,Nivelación de Poder,es-MX
パワーレベリング,Nivelación de Poder,es-MX
The Chug Bug+,Error Circular+,es-MX
暴饮+,Error Circular+,es-MX
チャグバグ+,Error Circular+,es-MX
Rapidfire Crest,Cresta de Fuegorrápido,es-MX
迅捷射手之徽,Cresta de Fuegorrápido,es-MX
ラピッドファイアのクレスト,Cresta de Fuegorrápido,es-MX
Anima Squad Crest,Cresta de Escuadrón Animalia,es-MX
幻灵战队之徽,Cresta de Escuadrón Animalia,es-MX
