source,target,tgt_lng
タイタン ハイドラ,Rìu Đại Mãng Xà,vi
タイムワインダー,Dây Cót Thời Gian,vi
タクティシャンのケープ,Áo Choàng Chiến Thuật,vi
タクティシャンの王冠,Vương Miện Chiến Thuật,vi
タクティシャンの盾,Lá Chắn Chiến Thuật,vi
タム・ケンチ,Tahm Kench,vi
タリック,Taric,vi
ターゴン,Targon,vi
ダイアナ,Diana,vi
ダブルトラブル,Cặp Đôi Hoàn Cảnh,vi
ダミー,Hình Nhân,vi
ダミー化,Hình Nhân Hóa,vi
ダリウス,Darius,vi
ダーキン,Darkin,vi
ダークウィルの侵略,Darkwill Xâm Lược,vi
ダークチャイルド,Đứa Trẻ Bóng Tối,vi
チェイン ベスト,Giáp Lưới,vi
チェインブレイカー,Kẻ Phá Xiềng,vi
チューンド オシレーター,Dao Động Tinh Chỉnh,vi
チョ＝ガス,Cho'Gath,vi
ツイステッド・フェイト,Twisted Fate,vi
ツインガーディアン,Song Vệ,vi
ティーモ,Teemo,vi
ディスラプター,Nhiễu Loạn,vi
ディスラプターの紋章,Ấn Nhiễu Loạn,vi
ディフェンダー,Vệ Quân,vi
ディフェンダーの紋章,Ấn Vệ Quân,vi
デスブレード,Kiếm Tử Thần,vi
デッド マン ダガー,Dao Tử Sĩ,vi
デッドリアー ブレード,Kiếm Tử Thần,vi
デマーシア,Demacia,vi
デマーシアの紋章,Ấn Demacia,vi
デマーシアよ永遠に,Demacia Trường Tồn,vi
デュオキュー,Hàng Chờ Đấu Đôi,vi
トライフェクタ,Bộ Ba Hoàn Hảo,vi
トリスターナ,Tristana,vi
トリンダメア,Tryndamere,vi
トレードセクター,Khu Giao Dịch,vi
ドクター・ムンド,Dr. Mundo,vi
ドラゴン クロウ,Vuốt Rồng,vi
ドラゴンの守護者,Long Binh,vi
ドラゴンボーン,Long Nữ,vi
ドレイヴン,Draven,vi
ドレッドウェイの砲撃,Đại Bác Dreadway,vi
ドーンコア,Lõi Bình Minh,vi
ナイト エッジ,Áo Choàng Bóng Tối,vi
ナサス,Nasus,vi
ナッシャー トゥース,Nanh Nashor,vi
ニダリー,Nidalee,vi
ニーコ,Neeko,vi
ネガトロン クローク,Áo Choàng Bạc,vi
ノクサス,Noxus,vi
ノクサスの紋章,Ấn Noxus,vi
ノーチラス,Nautilus,vi
ハントレス,Nữ Thợ Săn,vi
ハンド オブ ジャスティス,Bàn Tay Công Lý,vi
ハーベスター,Bù Nhìn,vi
バイナリー空中投下,Trang Bị Đầy Đủ,vi
バフが1つ、バフが2つ,"Một Bùa, Hai Bùa",vi
バロンナッシャー,Baron Nashor,vi
バークナックル,Găng Dã Thú,vi
バースデー リユニオン,Sinh Nhật Đoàn Tụ,vi
バースデープレゼント,Quà Sinh Nhật,vi
バード,Bard,vi
パンドラのアイテム,Trang Bị Pandora,vi
パンドラのベンチ,Hàng Chờ Pandora,vi
ヒロイック,Siêu Hùng,vi
ヒーリングオーブ,Cầu Hồi Phục,vi
ビッグフレンド,Dựa Hơi,vi
ビルジウォーター,Bilgewater,vi
ビルジウォーターの小型チャンピオン複製器,Máy Sao Chép Tướng Cỡ Nhỏ Bilgewater,vi
ビルジウォーターの紋章,Ấn Bilgewater,vi
ピルトーヴァー,Piltover,vi
ピルトーヴァーの発明品,Phát Minh Piltover,vi
ピルトーヴァーの紋章,Ấn Piltover,vi
フィズ,Fizz,vi
フィッシュボーン,Pháo Xương Cá,vi
フィドルスティックス,Fiddlesticks,vi
フォビドゥン アイドル,Dị Vật Tai Ương,vi
フライパン,Chảo Vàng,vi
フリッカーブレード,Đao Chớp,vi
フレヨルド,Freljord,vi
フレヨルドの紋章,Ấn Freljord,vi
ブライアー,Briar,vi
ブラウム,Braum,vi
ブラックスミス,Thần Rèn,vi
ブラックマーケットの再入荷,Nguồn Hàng Bất Chính,vi
ブラックマーケットの爆発物,Chất Nổ Chợ Đen,vi
ブラッドサースター,Huyết Kiếm,vi
ブランブル ベスト,Áo Choàng Gai,vi
ブリッツクランク,Blitzcrank,vi
ブルーザー,Đấu Sĩ,vi
ブルーザーの紋章,Ấn Đấu Sĩ,vi
ブルーバフ,Bùa Xanh,vi
ブロック,Brock,vi
プラシディウムの防衛,Bảo Vệ Thiên Phận,vi
プラシーボ,Giả Dược,vi
プリズムの運命,Vận Mệnh Kim Cương,vi
プリズムチケット,Vé Kim Cương,vi
プロテクターの誓い,Lời Thề Hộ Vệ,vi
プローラー クロウ,Móng Vuốt Ám Muội,vi
ヘクスゲート トラベル,Di Chuyển Bằng Cổng Hextech,vi
ヘクステック ガンブレード,Kiếm Súng Hextech,vi
ヘクスメック,Cơ Giáp Hex,vi
ヘッジファンド,Quỹ Phòng Hộ,vi
ベイガー,Veigar,vi
ベストフレンド,Bạn Thân,vi
ベルト オーバーフロー,Đam Mê Đai Lưng,vi
ベル＝ヴェス,Bel'Veth,vi
ホライゾン フォーカス,Kính Nhắm Ma Pháp,vi
ボクシングのレッスン,Tập Chịu Đòn,vi
ボディーガードの訓練,Huấn Luyện Cận Vệ,vi
ボリベア,Volibear,vi
ポイズンパル,Bộ Đôi Độc Dược,vi
ポッピー,Poppy,vi
ポータブル フォージ,Lò Rèn Thần Thoại,vi
ポータルワープ,Vòng Xoáy Không Gian,vi
マイクロロケット,Tên Lửa Vi Mô,vi
マグネトロンコイル,Cuộn Từ Trường,vi
マルザハール,Malzahar,vi
マーターズ ヴァーチュ,Quyền Trượng Thánh Quang,vi
ミスコネクション,Kết Nối Gián Đoạn,vi
ミス・フォーチュン,Miss Fortune,vi
ミッションの再開,Tái Khởi Động Nhiệm Vụ,vi
ミトン,Găng Đấu Sĩ,vi
ミニマックス,Tối Đa Hóa,vi
ミリオ,Milio,vi
ムダニ デカイ ロッド,Gậy Quá Khổ,vi
メイスの決意,Ý Chỉ Xích Chùy,vi
メル,Mel,vi
モメンタムドライブ,Động Cơ Quán Tính,vi
モレロノミコン,Quỷ Thư Morello,vi
ヤスオ,Yasuo,vi
ユナラ,Yunara,vi
ヨネ,Yone,vi
ヨリック,Yorick,vi
ヨードル,Yordle,vi
ヨードルの紋章,Ấn Yordle,vi
ライズ,Ryze,vi
ライトシールドのクレスト,Huy Hiệu Lightshield,vi
ラインナップ,Tiền Tuyến Vững Chãi,vi
ラスト ウィスパー,Cung Xanh,vi
ラッキーグローブ,Đo Ni Đóng Giày,vi
ラックス,Lux,vi
ラバドン デスキャップ,Mũ Phù Thủy Rabadon,vi
ラピッド ファイアキャノン,Đại Bác Liên Thanh,vi
ランブル,Rumble,vi
リカーブ ボウ,Cung Gỗ,vi
リサンドラ,Lissandra,vi
リッチ ベイン,Kiếm Tai Ương,vi
リデンプションの魂,Linh Hồn Chuộc Tội,vi
リフティング大会,Cuộc Thi Nâng Tạ,vi
リフトスカトル,Cua Kỳ Cục,vi
リフトスカージ,Tai Ương,vi
リフトヘラルド,Sứ Giả Khe Nứt,vi
ルシアン&セナ,Lucian & Senna,vi
ルブラン,LeBlanc,vi
ルル,Lulu,vi
ルーデン テンペスト,Bão Tố Luden,vi
ルーンメイジ,Cổ Ngữ,vi
レイトゲーム スケーリング,Thăng Tiến Cuối Trận,vi
レイトゲーム スペシャリスト,Hướng Đến Hồi Kết,vi
レオナ,Leona,vi
レク＝サイ,Rek'Sai,vi
レッドバフ,Bùa Đỏ,vi
レディアントの遺物,Kho Thần Tích,vi
レネクトン,Renekton,vi
レベルアップ！,Khuyến Mãi Kinh Nghiệm,vi
ロリス,Loris,vi
ロングショット,Viễn Kích,vi
ロングショットの紋章,Ấn Viễn Kích,vi
ローリングデイズ,Xúc Xắc Vô Tận,vi
ワン、ツー、ファイブ！,"Một, Hai, Năm!",vi
ワン、ツーツー、スリー,"Một, Hai, Ba",vi
ワンド オーバーフロー,Đam Mê Gậy,vi
ワーウィック,Warwick,vi
ワーデン,Cảnh Vệ,vi
ワーデンの紋章,Ấn Cảnh Vệ,vi
ワーモグ アーマー,Giáp Máu Warmog,vi
ワールドエンダー,Quỷ Kiếm,vi
ワールドルーン,Cổ Ngữ Thế Giới,vi
ヴァイ,Vi,vi
ヴァンキッシャー,Chinh Phạt,vi
ヴァンキッシャーの紋章,Ấn Chinh Phạt,vi
ヴィエゴ,Viego,vi
ヴェイン,Vayne,vi
ヴォイド,Hư Không,vi
ヴォイド ガントレット,Găng Hư Không,vi
ヴォイド スタッフ,Trượng Hư Vô,vi
ヴォイドの紋章,Ấn Hư Không,vi
一二二三,"Một, Hai, Ba",vi
一人前プレート,Khiên Đơn Đấu,vi
一等航海士のフリントロック,Súng Kíp Thuyền Phó,vi
一致団結,Lập Đội,vi
一致団結,Nhất Thống,vi
一，二，五！,"Một, Hai, Năm!",vi
三幻神,Quân Đoàn 3 Sao,vi
三项赛,Bộ Ba Hoàn Hảo,vi
三，三，三！,Chỉ 3 Vàng,vi
上方移動,Đẩy Nhanh Tiến Độ,vi
上进心,Đẩy Nhanh Tiến Độ,vi
不安定なコア,Lõi Bất Ổn,vi
不屈,Bất Khuất,vi
不滅の協定,Khế Ước Vĩnh Hằng,vi
不稳定核心,Lõi Bất Ổn,vi
不落魔锋,Bất Tử,vi
与狼共舞,Chiến Lang,vi
专属定制,Lựa Chọn Độc Quyền,vi
世界符文,Cổ Ngữ Thế Giới,vi
两把刷子,Số 2 May Mắn,vi
主人公補正,Hào Quang Nhân Vật Chính,vi
主宰,Dũng Sĩ,vi
主宰纹章,Ấn Dũng Sĩ,vi
丽桑卓,Lissandra,vi
举重比赛,Cuộc Thi Nâng Tạ,vi
乐芙兰,LeBlanc,vi
二进制空投,Trang Bị Đầy Đủ,vi
亚恒,Zaahen,vi
亚托克斯,Aatrox,vi
亚索,Yasuo,vi
亡者的短剑,Dao Tử Sĩ,vi
仕送り,Gói Bảo Hộ,vi
以眼还眼,Ăn Miếng Trả Miếng,vi
以绪塔尔,Ixtal,vi
以绪塔尔纹章,Ấn Ixtal,vi
优柔寡断,Do Dự,vi
伺机待发,Làm Nóng,vi
佐伊,Zoe,vi
佛耶戈,Viego,vi
便携锻炉,Lò Rèn Thần Thoại,vi
俄洛伊,Illaoi,vi
信仰之跃,Bước Nhảy Niềm Tin,vi
信仰震,Bước Nhảy Niềm Tin,vi
修复型回响,Thanh Âm Chữa Lành,vi
假人化,Hình Nhân Hóa,vi
储蓄账户,Tài Khoản Tiết Kiệm,vi
優柔不断,Do Dự,vi
元初公理,Định Luật Nguyên Tố,vi
光の番人,Vệ Binh Ánh Sáng,vi
光明哨兵,Vệ Binh Ánh Sáng,vi
光明圣物,Kho Thần Tích,vi
光明无赖,Quang Lân Tiểu Yêu,vi
光盾徽章,Huy Hiệu Lightshield,vi
克格莫,Kog'Maw,vi
入门套件,Bộ Khởi Đầu,vi
全身全霊,Chỉ Một Con Đường,vi
兰博,Rumble,vi
关爱包裹,Gói Bảo Hộ,vi
兹若特传送门,Thông Đạo Zz'rot,vi
内瑟斯,Nasus,vi
冕卫,Vương Miện Hoàng Gia,vi
凯南,Kennen,vi
凯特琳,Caitlyn,vi
列队,Tiền Tuyến Vững Chãi,vi
利落保镖,Huấn Luyện Cận Vệ,vi
别再错过,Kết Nối Gián Đoạn,vi
前借り,Vay Tạm Ứng,vi
前線維持,Giữ Vững Hàng Ngũ,vi
剑之工匠,Thợ Rèn Kiếm,vi
剣鍛冶,Thợ Rèn Kiếm,vi
力の聖杯,Cốc Sức Mạnh,vi
加冕礼,Lên Ngôi Vương,vi
加速之门,Cổng Tăng Tốc,vi
加里奥,Galio,vi
劣化版鏡像のペルソナ,Hiện Thân Phản Chiếu Cỡ Nhỏ,vi
动能屏障,Rào Động Lực,vi
动量驱动器,Động Cơ Quán Tính,vi
勝ち抜け,Toàn Thắng,vi
千珏,Kindred,vi
升星之运,Trên Đà Phát Triển,vi
升级咯！,Khuyến Mãi Kinh Nghiệm,vi
升级！,Nâng Cấp!,vi
卑尔维斯,Bel'Veth,vi
单身板甲,Khiên Đơn Đấu,vi
卡莉丝塔,Kalista,vi
卡莎,Kai'Sa,vi
卢登的激荡,Bão Tố Luden,vi
卢锡安与赛娜,Lucian & Senna,vi
即席アーマー,Giáp Tự Chế,vi
厄斐琉斯,Aphelios,vi
厄运小姐,Miss Fortune,vi
厨神阿福,U.R.F.,vi
双城赢家,Arcane Viktor-y,vi
双子守护神,Song Vệ,vi
双排,Hàng Chờ Đấu Đôi,vi
反响,Nhân Bản,vi
反曲之弓,Cung Gỗ,vi
变形重组器,Xoay Bài Tự Động,vi
可大可小,Tối Đa Hóa,vi
可酷伯与悠米,Kobuko & Yuumi,vi
吉格斯,Ziggs,vi
后期专家,Hướng Đến Hồi Kết,vi
后期收益,Thăng Tiến Cuối Trận,vi
呪いの刃,Kiếm Cong,vi
呪われた望遠鏡,Ống Nhòm Ma Ám,vi
嗜火,Hỏa Cuồng Nhân,vi
嘉文四世,Jarvan IV,vi
四费增援,Tứ Phương Tiếp Viện,vi
回声引擎,Động Cơ Dư Âm,vi
圣盾使的誓约,Lời Thề Hộ Vệ,vi
坚守防线,Giữ Vững Hàng Ngũ,vi
坚定之心,Trái Tim Kiên Định,vi
埋もれた宝物,Kho Báu Chôn Giấu,vi
基克的先驱,Tụ Bão Zeke,vi
基兰,Zilean,vi
基础装备自助餐,Đại Tiệc Trang Bị,vi
報復,Báo Oán,vi
塔姆,Tahm Kench,vi
塔里克,Taric,vi
塞拉斯,Sylas,vi
复苏之风,Ngọn Gió Thứ Hai,vi
夕闇の加護,Khiên Hoàng Hôn,vi
夜之锋刃,Áo Choàng Bóng Tối,vi
夜明けの加護,Khiên Hừng Đông,vi
大きな福袋,Túi Đồ Cỡ Đại,vi
大买特买,Tín Đồ Mua Sắm,vi
大刷特刷,Ván Cờ May Rủi,vi
大剑溢流,Đam Mê Kiếm,vi
大副的燧发枪,Súng Kíp Thuyền Phó,vi
大哥罩我,Dựa Hơi,vi
大地のアクシオム,Nguyên Tố Đất,vi
大天使之杖,Quyền Trượng Thiên Thần,vi
大炮火力网,Pháo Kích Tầm Xa,vi
大百宝袋,Túi Đồ Cỡ Đại,vi
大砲の雨,Pháo Kích Tầm Xa,vi
大而有力,To Lớn & Mạnh Mẽ,vi
天の祝福,Phước Lành Vũ Trụ,vi
天生二星,Toàn Sao Là Sao,vi
天降金币,Cơn Mưa Vàng,vi
奇亚娜,Qiyana,vi
奈德丽,Nidalee,vi
奥恩,Ornn,vi
奥瑞利安·索尔,Aurelion Sol,vi
奥莉安娜,Orianna,vi
女神の涙,Nước Mắt Nữ Thần,vi
女神之泪,Nước Mắt Nữ Thần,vi
好きなだけ泣くがいい,Giọt Lệ Bi Ai,vi
好事成双,Cặp Đôi Hoàn Cảnh,vi
妮蔻,Neeko,vi
娑娜,Sona,vi
孙悟空,Ngộ Không,vi
宇宙の呼び声,Vũ Trụ Triệu Gọi,vi
安妮,Annie,vi
安慰剂,Giả Dược,vi
安蓓萨,Ambessa,vi
宝藏台风,Bão Kho Báu,vi
密银黎明,Chùy Bạch Ngân,vi
对冲基金,Quỹ Phòng Hộ,vi
小さくても強烈,Nhỏ Mà Có Võ,vi
小さな仲間たち,Những Người Bạn Nhỏ,vi
小さな福袋,Túi Đồ Cỡ Nhỏ,vi
小伙伴,Những Người Bạn Nhỏ,vi
小小福袋,Túi Đồ Cỡ Nhỏ,vi
小而致命,Nhỏ Mà Có Võ,vi
山積みのシトラス,Vitamin C,vi
山隐之焰,Thần Rèn,vi
岩土公理,Nguyên Tố Đất,vi
岩宝,Brock,vi
峡谷先锋,Sứ Giả Khe Nứt,vi
峡谷迅捷蟹,Cua Kỳ Cục,vi
崔丝塔娜,Tristana,vi
崔斯特,Twisted Fate,vi
巧みなクラフト,Khéo Tay Hay Làm,vi
巨人の誓い,Quyền Năng Khổng Lồ,vi
巨人杀手,Diệt Khổng Lồ,vi
巨人腰带,Đai Khổng Lồ,vi
巨型九头蛇,Rìu Đại Mãng Xà,vi
巨大化ビーム,Tia Phóng Đại,vi
巨大化射线,Tia Phóng Đại,vi
巨神峰,Targon,vi
巨龙之爪,Vuốt Rồng,vi
巨龙卫士,Long Binh,vi
巫妖之祸,Kiếm Tai Ương,vi
巴德,Bard,vi
布里茨,Blitzcrank,vi
布隆,Braum,vi
希尔科的复仇,Silco Báo Thù,vi
希瓦娜,Shyvana,vi
帽子ジュース,Nước Cappa,vi
帽子饮品,Nước Cappa,vi
幸运手套,Đo Ni Đóng Giày,vi
幸运达布隆金币,Đồng Vàng May Mắn,vi
幸運の金貨,Đồng Vàng May Mắn,vi
幽魂弯刀,Gươm Biến Ảnh,vi
広がる根,Cắm Rễ Phân Tán,vi
庇護者のお供,Đồng Minh Của Bụt,vi
应急护甲,Giáp Tự Chế,vi
应急护盾,Hào Quang Nhân Vật Chính,vi
弗雷尔卓德,Freljord,vi
弗雷尔卓德纹章,Ấn Freljord,vi
强盗的骰子,Xúc Xắc Đạo Tặc,vi
强袭者的链枷,Chùy Đoản Côn,vi
影の操り人形,Bóng Phân Thân,vi
征服者,Chinh Phạt,vi
征服者纹章,Ấn Chinh Phạt,vi
微型导弹,Tên Lửa Vi Mô,vi
德玛西亚,Demacia,vi
德玛西亚万岁,Demacia Trường Tồn,vi
德玛西亚纹章,Ấn Demacia,vi
德莱厄斯,Darius,vi
德莱文,Draven,vi
心之钢,Trái Tim Sắt Đá,vi
心身統御のペンダント,Dây Chuyền Tự Lực,vi
忍耐の美徳,Kiên Nhẫn Là Một Đức Tính,vi
思惑買い,Thích Mở Rộng,vi
怪しげなトレンチコート,Áo Choàng Mờ Ám,vi
恕瑞玛,Shurima,vi
恶火小斧,Rìu Hỏa Ngục,vi
想定内の意外性,Kỳ Vọng Bất Ngờ,vi
意料之中的意外,Kỳ Vọng Bất Ngờ,vi
慎,Shen,vi
成吨的属性！,Cộng Mệt Nghỉ!,vi
成堆柑橘,Vitamin C,vi
成長志向,Tư Duy Tiến Bộ,vi
成长型思维,Tư Duy Tiến Bộ,vi
戦闘準備,Làm Nóng,vi
戴冠式,Lên Ngôi Vương,vi
承诺之护,Thệ Ước Bảo Hộ,vi
投資完了,Đầu Tư,vi
投资,Đầu Tư,vi
护卫,Vệ Quân,vi
护卫纹章,Ấn Vệ Quân,vi
护甲消除器,Phá Giáp,vi
拉克丝,Lux,vi
拳击课程,Tập Chịu Đòn,vi
拳套,Găng Đấu Tập,vi
挑个好伙计！,Người Bạn Vàng,vi
振奋盔甲,Giáp Tâm Linh,vi
採掘ドリル,Khoan Khai Thác,vi
探索者的护臂,Giáp Tay Seeker,vi
提莫,Teemo,vi
揺るがぬ心,Trái Tim Kiên Định,vi
摇钱树,Bão Vàng,vi
救赎盔甲,Linh Hồn Chuộc Tội,vi
斗士,Đấu Sĩ,vi
斗士纹章,Ấn Đấu Sĩ,vi
料理鍋,Nồi Nấu Ăn,vi
斯卡纳,Skarner,vi
斯塔缇克电刃,Dao Điện Statikk,vi
斯特拉克的挑战护手,Móng Vuốt Sterak,vi
斯维因,Swain,vi
无尽之刃,Vô Cực Kiếm,vi
无差别攻击,Sát Thủ Khát Máu,vi
无序进化,Tiến Hóa Bất Định,vi
无用大棒,Gậy Quá Khổ,vi
无终恨意,Áo Choàng Diệt Vong,vi
日炎斗篷,Áo Choàng Lửa,vi
时光守护者,Giám Hộ,vi
时间旅者,Dây Cót Thời Gian,vi
星界感召,Vũ Trụ Triệu Gọi,vi
星界游神,Ông Bụt,vi
星界赐福,Phước Lành Vũ Trụ,vi
時の歯車,Bánh Răng Liên Luân,vi
普朗克,Gangplank,vi
普通預金口座,Tài Khoản Tiết Kiệm,vi
普雷西典保卫战,Bảo Vệ Thiên Phận,vi
智慧末刃,Đao Tím,vi
暗影岛,Đảo Bóng Đêm,vi
暗影木偶,Bóng Phân Thân,vi
暗行者之爪,Móng Vuốt Ám Muội,vi
暗裔,Darkin,vi
暗裔剑魔,Quỷ Kiếm,vi
暮光试炼,Thử Thách Dưới Ánh Chạng Vạng,vi
暴风之剑,Kiếm B.F.,vi
曲境折跃,Vòng Xoáy Không Gian,vi
更要命的帽子,Mũ Tử Thần,vi
更要命的战刃,Kiếm Tử Thần,vi
最佳好友,Bạn Thân,vi
最初の1つは無料！,Lần Đầu Không Tính Tiền!,vi
最后一秒营救,Cứu Trong Gang Tấc,vi
最后的轻语,Cung Xanh,vi
最強の四配者,Tứ Phương Tiếp Viện,vi
有効活用,Được Này Mất Kia,vi
有用之材,Được Này Mất Kia,vi
朔极之矛,Ngọn Giáo Shojin,vi
木のアクシオム,Nguyên Tố Gỗ,vi
权杖意志,Ý Chỉ Xích Chùy,vi
杖之工匠,Thợ Rèn Gậy,vi
杖鍛冶,Thợ Rèn Gậy,vi
枪手,Xạ Thủ,vi
枪手纹章,Ấn Xạ Thủ,vi
枯朽の遺物,Di Vật Tàn Úa,vi
枯死の宝石,Đá Hắc Hóa,vi
枯萎圣物,Di Vật Tàn Úa,vi
枯萎珠宝,Đá Hắc Hóa,vi
格温,Gwen,vi
格雷福斯,Graves,vi
梅尔,Mel,vi
棘刺背心,Áo Choàng Gai,vi
棘刺镀板铠甲,Giáp Gai Thép,vi
森罗公理,Nguyên Tố Gỗ,vi
棱彩命运,Vận Mệnh Kim Cương,vi
棱彩门票,Vé Kim Cương,vi
構成拡大,Phân Nhánh,vi
槍の決意,Ý Chỉ Ngọn Giáo,vi
次级镜像人格面具,Hiện Thân Phản Chiếu Cỡ Nhỏ,vi
正义之手,Bàn Tay Công Lý,vi
正义巨像,Siêu Hùng,vi
正义报复,Báo Oán,vi
死亡之刃,Kiếm Tử Thần,vi
殉道美德,Quyền Trượng Thánh Quang,vi
残酷弯刀,Kiếm Sát Mệnh,vi
殺し屋のカトラス,Kiếm Sát Mệnh,vi
比尔吉沃特,Bilgewater,vi
比尔吉沃特 次级英雄复制器,Máy Sao Chép Tướng Cỡ Nhỏ Bilgewater,vi
比尔吉沃特纹章,Ấn Bilgewater,vi
气旋公理,Nguyên Tố Khí,vi
水のアクシオム,Nguyên Tố Nước,vi
水乳交融,Kề Vai Sát Cánh,vi
水银,Áo Choàng Thủy Ngân,vi
永恒契约,Khế Ước Vĩnh Hằng,vi
永恩,Yone,vi
永猎双子,Vĩnh Hằng,vi
沃利贝尔,Volibear,vi
沃里克,Warwick,vi
沈黙の帳,Áo Choàng Tĩnh Lặng,vi
沙漠皇帝,Hoàng Đế,vi
河流之王,Phàm Ăn,vi
治疗法球,Cầu Hồi Phục,vi
法师,Pháp Sư,vi
法师纹章,Ấn Pháp Sư,vi
法杖溢流,Đam Mê Gậy,vi
波比,Poppy,vi
泪流成河,Giọt Lệ Bi Ai,vi
泰坦的坚决,Quyền Năng Khổng Lồ,vi
泰达米尔,Tryndamere,vi
泽拉斯,Xerath,vi
洛里斯,Loris,vi
浪人,Độc Hành,vi
海克斯机甲,Cơ Giáp Hex,vi
海克斯科技枪刃,Kiếm Súng Hextech,vi
海克斯霸龙,T-Hex,vi
海克斯飞门之旅,Di Chuyển Bằng Cổng Hextech,vi
海妖之怒,Thịnh Nộ Thủy Quái,vi
涌泉公理,Nguyên Tố Nước,vi
混乱回復装置,Xoay Bài Tự Động,vi
混沌の進化,Tiến Hóa Bất Định,vi
游神的盟友,Đồng Minh Của Bụt,vi
滅びの王,Hắc Diệt Đế Vương,vi
潘朵拉的备战席,Hàng Chờ Pandora,vi
潘朵拉的装备,Trang Bị Pandora,vi
激发之匣,Dây Chuyền Tự Lực,vi
火上浇油,Nếm Mùi Lửa,vi
灭世者的死亡之帽,Mũ Phù Thủy Rabadon,vi
灵风,Phong Kiếm,vi
灵魂唤醒,Thức Tỉnh Linh Hồn,vi
災禍の使者,Kẻ Tàn Phá,vi
炎のアクシオム,Nguyên Tố Lửa,vi
炎の愛好家,Hỏa Cuồng Nhân,vi
炎を強めて,Nếm Mùi Lửa,vi
点击即送,Đánh Là Trúng,vi
炽天使之拥,Trượng Đại Thiên Sứ,vi
炽焰公理,Nguyên Tố Lửa,vi
烁刃,Đao Chớp,vi
烬,Jhin,vi
無差別殺人者,Sát Thủ Khát Máu,vi
爆炸式增长,Tăng Trưởng Bùng Nổ,vi
爆発的成長,Tăng Trưởng Bùng Nổ,vi
爆裂护盾,Giáp Chống Chất Nổ,vi
特性の書,Sách Chọn Ấn,vi
特性の木,Cây Tộc Hệ,vi
狂徒铠甲,Giáp Máu Warmog,vi
狂野女猎手,Nữ Thợ Săn,vi
狂野生长,Khổng Lồ Hóa,vi
狙神,Viễn Kích,vi
狙神纹章,Ấn Viễn Kích,vi
猛将的荣耀,Chiến Tướng Khải Hoàn,vi
獄炎のハチェット,Rìu Hỏa Ngục,vi
王冠とは重きもの,Vương Miện Nặng Trĩu,vi
王冠之重,Vương Miện Nặng Trĩu,vi
王冠意志,Ý Chí Vương Miện,vi
玛尔扎哈,Malzahar,vi
玻璃大炮,Lấy Công Bù Thủ,vi
珍藏财宝,Kho Báu Chôn Giấu,vi
珠光护手,Găng Bảo Thạch,vi
珠光莲花,Khảm Bảo Thạch,vi
瑞兹,Ryze,vi
瑟庄妮,Sejuani,vi
瑟提,Sett,vi
璐璐,Lulu,vi
甘いおやつ,Món Quà Ngọt Ngào,vi
甜点,Món Quà Ngọt Ngào,vi
生日礼物,Quà Sinh Nhật,vi
生日聚会,Sinh Nhật Đoàn Tụ,vi
生涯ブロンズ,Tất Tay Bậc Đồng,vi
由二生D,2 Vàng Là Nhất,vi
电压导管,Dẫn Điện Áp,vi
电流过载,Quá Tải Điện,vi
电磁脉冲,BOM ĐIỆN TỪ,vi
略奪者のダイス,Xúc Xắc Đạo Tặc,vi
疾射火炮,Đại Bác Liên Thanh,vi
癒しのこだま,Thanh Âm Chữa Lành,vi
登上最高峰,Toàn Thắng,vi
白银命运,Vận Mệnh Bạc,vi
皮尔特沃夫,Piltover,vi
皮尔特沃夫发明,Phát Minh Piltover,vi
皮尔特沃夫纹章,Ấn Piltover,vi
盖伦,Garen,vi
盗賊のグローブ,Găng Đạo Tặc,vi
盗賊団,Băng Trộm,vi
目には目を,Ăn Miếng Trả Miếng,vi
石像鬼石板甲,Thú Tượng Thạch Giáp,vi
破灭使者,Kẻ Tàn Phá,vi
破败之王,Hắc Diệt Đế Vương,vi
硬性承诺,Chỉ Một Con Đường,vi
碰撞测试假人,Hình Nộm Va Chạm,vi
確約された守護,Thệ Ước Bảo Hộ,vi
磁控线圈,Cuộn Từ Trường,vi
祖安,Zaun,vi
祖安纹章,Ấn Zaun,vi
神盾使,Cảnh Vệ,vi
神盾使纹章,Ấn Cảnh Vệ,vi
神谕者,Thuật Sĩ,vi
神谕者纹章,Ấn Thuật Sĩ,vi
禁忌雕像,Dị Vật Tai Ương,vi
离子火花,Nỏ Sét,vi
科加斯,Cho'Gath,vi
秘传奥义,Kamekameha,vi
穢れたヴァンパイア セプター,Huyết Trượng Tha Hóa,vi
窃贼帮派,Băng Trộm,vi
窃贼手套,Găng Đạo Tặc,vi
符文法师,Cổ Ngữ,vi
第一份免费！,Lần Đầu Không Tính Tiền!,vi
米利欧,Milio,vi
精准而优雅,Chuẩn Xác và Uyển Chuyển,vi
精密かつ優雅,Chuẩn Xác và Uyển Chuyển,vi
精心打造,Khéo Tay Hay Làm,vi
系魂圣枪,Linh Hồn,vi
素材ビュッフェ,Đại Tiệc Trang Bị,vi
紡がれし魔法,Ma Thuật Đan Kết,vi
終わりなき絶望,Áo Choàng Diệt Vong,vi
絶好調,Trên Đà Phát Triển,vi
红霸符,Bùa Đỏ,vi
约德尔人,Yordle,vi
约德尔人纹章,Ấn Yordle,vi
约里克,Yorick,vi
纳什之牙,Nanh Nashor,vi
纳什男爵,Baron Nashor,vi
纳什男爵,Tai Ương,vi
纹章之书,Sách Chọn Ấn,vi
纺织魔法,Ma Thuật Đan Kết,vi
