source,target,tgt_lng
ドクター・ムンド,蒙多医生,zh-CN
ドラゴン クロウ,巨龙之爪,zh-CN
ドラゴンの守護者,巨龙卫士,zh-CN
ドラゴンボーン,龙血武姬,zh-CN
ドレイヴン,德莱文,zh-CN
ドレッドウェイの砲撃,震畏大炮,zh-CN
ドーンコア,黎明核心,zh-CN
ナイト エッジ,夜之锋刃,zh-CN
ナサス,内瑟斯,zh-CN
ナッシャー トゥース,纳什之牙,zh-CN
ニダリー,奈德丽,zh-CN
ニーコ,妮蔻,zh-CN
ネガトロン クローク,负极斗篷,zh-CN
ノクサス,诺克萨斯,zh-CN
ノクサスの紋章,诺克萨斯纹章,zh-CN
ノーチラス,诺提勒斯,zh-CN
ハントレス,狂野女猎手,zh-CN
ハンド オブ ジャスティス,正义之手,zh-CN
ハーベスター,远古恐惧,zh-CN
バイナリー空中投下,二进制空投,zh-CN
バフが1つ、バフが2つ,1个霸符，2个霸符,zh-CN
バロンナッシャー,纳什男爵,zh-CN
バークナックル,酒吧指虎,zh-CN
バースデー リユニオン,生日聚会,zh-CN
バースデープレゼント,生日礼物,zh-CN
バード,巴德,zh-CN
パンドラのアイテム,潘朵拉的装备,zh-CN
パンドラのベンチ,潘朵拉的备战席,zh-CN
ヒロイック,正义巨像,zh-CN
ヒーリングオーブ,治疗法球,zh-CN
ビッグフレンド,大哥罩我,zh-CN
ビルジウォーター,比尔吉沃特,zh-CN
ビルジウォーターの小型チャンピオン複製器,比尔吉沃特 次级英雄复制器,zh-CN
ビルジウォーターの紋章,比尔吉沃特纹章,zh-CN
ピルトーヴァー,皮尔特沃夫,zh-CN
ピルトーヴァーの発明品,皮尔特沃夫发明,zh-CN
ピルトーヴァーの紋章,皮尔特沃夫纹章,zh-CN
フィズ,菲兹,zh-CN
フィッシュボーン,鱼骨头,zh-CN
フィドルスティックス,费德提克,zh-CN
フォビドゥン アイドル,禁忌雕像,zh-CN
フライパン,金锅锅,zh-CN
フリッカーブレード,烁刃,zh-CN
フレヨルド,弗雷尔卓德,zh-CN
フレヨルドの紋章,弗雷尔卓德纹章,zh-CN
ブライアー,贝蕾亚,zh-CN
ブラウム,布隆,zh-CN
ブラックスミス,山隐之焰,zh-CN
ブラックマーケットの再入荷,黑市补货,zh-CN
ブラックマーケットの爆発物,黑市炸药,zh-CN
ブラッドサースター,饮血剑,zh-CN
ブランブル ベスト,棘刺背心,zh-CN
ブリッツクランク,布里茨,zh-CN
ブルーザー,斗士,zh-CN
ブルーザーの紋章,斗士纹章,zh-CN
ブルーバフ,蓝霸符,zh-CN
ブロック,岩宝,zh-CN
プラシディウムの防衛,普雷西典保卫战,zh-CN
プラシーボ,安慰剂,zh-CN
プリズムの運命,棱彩命运,zh-CN
プリズムチケット,棱彩门票,zh-CN
プロテクターの誓い,圣盾使的誓约,zh-CN
プローラー クロウ,暗行者之爪,zh-CN
ヘクスゲート トラベル,海克斯飞门之旅,zh-CN
ヘクステック ガンブレード,海克斯科技枪刃,zh-CN
ヘクスメック,海克斯机甲,zh-CN
ヘッジファンド,对冲基金,zh-CN
ベイガー,维迦,zh-CN
ベストフレンド,最佳好友,zh-CN
ベルト オーバーフロー,腰带溢流,zh-CN
ベル＝ヴェス,卑尔维斯,zh-CN
ホライゾン フォーカス,视界专注,zh-CN
ボクシングのレッスン,拳击课程,zh-CN
ボディーガードの訓練,利落保镖,zh-CN
ボリベア,沃利贝尔,zh-CN
ポイズンパル,绝命毒师,zh-CN
ポッピー,波比,zh-CN
ポータブル フォージ,便携锻炉,zh-CN
ポータルワープ,曲境折跃,zh-CN
マイクロロケット,微型导弹,zh-CN
マグネトロンコイル,磁控线圈,zh-CN
マルザハール,玛尔扎哈,zh-CN
マーターズ ヴァーチュ,殉道美德,zh-CN
ミスコネクション,别再错过,zh-CN
ミス・フォーチュン,厄运小姐,zh-CN
ミッションの再開,重启任务,zh-CN
ミトン,连指手套,zh-CN
ミニマックス,可大可小,zh-CN
ミリオ,米利欧,zh-CN
ムダニ デカイ ロッド,无用大棒,zh-CN
メイスの決意,权杖意志,zh-CN
メル,梅尔,zh-CN
モメンタムドライブ,动量驱动器,zh-CN
モレロノミコン,莫雷洛秘典,zh-CN
ヤスオ,亚索,zh-CN
ユナラ,芸阿娜,zh-CN
ヨネ,永恩,zh-CN
ヨリック,约里克,zh-CN
ヨードル,约德尔人,zh-CN
ヨードルの紋章,约德尔人纹章,zh-CN
ライズ,瑞兹,zh-CN
ライトシールドのクレスト,光盾徽章,zh-CN
ラインナップ,列队,zh-CN
ラスト ウィスパー,最后的轻语,zh-CN
ラッキーグローブ,幸运手套,zh-CN
ラックス,拉克丝,zh-CN
ラバドン デスキャップ,灭世者的死亡之帽,zh-CN
ラピッド ファイアキャノン,疾射火炮,zh-CN
ランブル,兰博,zh-CN
リカーブ ボウ,反曲之弓,zh-CN
リサンドラ,丽桑卓,zh-CN
リッチ ベイン,巫妖之祸,zh-CN
リデンプションの魂,救赎盔甲,zh-CN
リフティング大会,举重比赛,zh-CN
リフトスカトル,峡谷迅捷蟹,zh-CN
リフトスカージ,纳什男爵,zh-CN
リフトヘラルド,峡谷先锋,zh-CN
ルシアン&セナ,卢锡安与赛娜,zh-CN
ルブラン,乐芙兰,zh-CN
ルル,璐璐,zh-CN
ルーデン テンペスト,卢登的激荡,zh-CN
ルーンメイジ,符文法师,zh-CN
レイトゲーム スケーリング,后期收益,zh-CN
レイトゲーム スペシャリスト,后期专家,zh-CN
レオナ,蕾欧娜,zh-CN
レク＝サイ,雷克塞,zh-CN
レッドバフ,红霸符,zh-CN
レディアントの遺物,光明圣物,zh-CN
レネクトン,雷克顿,zh-CN
レベルアップ！,升级咯！,zh-CN
ロリス,洛里斯,zh-CN
ロングショット,狙神,zh-CN
ロングショットの紋章,狙神纹章,zh-CN
ローリングデイズ,D个痛快！,zh-CN
ワン、ツー、ファイブ！,一，二，五！,zh-CN
ワン、ツーツー、スリー,一二二三,zh-CN
ワンド オーバーフロー,法杖溢流,zh-CN
ワーウィック,沃里克,zh-CN
ワーデン,神盾使,zh-CN
ワーデンの紋章,神盾使纹章,zh-CN
ワーモグ アーマー,狂徒铠甲,zh-CN
ワールドエンダー,暗裔剑魔,zh-CN
ワールドルーン,世界符文,zh-CN
ヴァイ,蔚,zh-CN
ヴァンキッシャー,征服者,zh-CN
ヴァンキッシャーの紋章,征服者纹章,zh-CN
ヴィエゴ,佛耶戈,zh-CN
ヴェイン,薇恩,zh-CN
ヴォイド,虚空,zh-CN
ヴォイド ガントレット,虚空护手,zh-CN
ヴォイド スタッフ,虚空之杖,zh-CN
ヴォイドの紋章,虚空纹章,zh-CN
一人前プレート,单身板甲,zh-CN
一等航海士のフリントロック,大副的燧发枪,zh-CN
一致団結,联合作战,zh-CN
一致団結,集结战队,zh-CN
上方移動,上进心,zh-CN
不安定なコア,不稳定核心,zh-CN
不屈,顽强不屈,zh-CN
不滅の協定,永恒契约,zh-CN
主人公補正,应急护盾,zh-CN
仕送り,关爱包裹,zh-CN
信仰震,信仰之跃,zh-CN
優柔不断,优柔寡断,zh-CN
光の番人,光明哨兵,zh-CN
全身全霊,硬性承诺,zh-CN
前借り,高级贷款,zh-CN
前線維持,坚守防线,zh-CN
剣鍛冶,剑之工匠,zh-CN
力の聖杯,能量圣杯,zh-CN
劣化版鏡像のペルソナ,次级镜像人格面具,zh-CN
勝ち抜け,登上最高峰,zh-CN
即席アーマー,应急护甲,zh-CN
呪いの刃,诅咒之刃,zh-CN
呪われた望遠鏡,鬼影望远镜,zh-CN
埋もれた宝物,珍藏财宝,zh-CN
報復,正义报复,zh-CN
夕闇の加護,黄昏圣盾,zh-CN
夜明けの加護,黎明圣盾,zh-CN
大きな福袋,大百宝袋,zh-CN
大地のアクシオム,岩土公理,zh-CN
大砲の雨,大炮火力网,zh-CN
天の祝福,星界赐福,zh-CN
女神の涙,女神之泪,zh-CN
好きなだけ泣くがいい,泪流成河,zh-CN
宇宙の呼び声,星界感召,zh-CN
小さくても強烈,小而致命,zh-CN
小さな仲間たち,小伙伴,zh-CN
小さな福袋,小小福袋,zh-CN
山積みのシトラス,成堆柑橘,zh-CN
巧みなクラフト,精心打造,zh-CN
巨人の誓い,泰坦的坚决,zh-CN
巨大化ビーム,巨大化射线,zh-CN
帽子ジュース,帽子饮品,zh-CN
幸運の金貨,幸运达布隆金币,zh-CN
広がる根,蔓延之根,zh-CN
庇護者のお供,游神的盟友,zh-CN
影の操り人形,暗影木偶,zh-CN
心身統御のペンダント,激发之匣,zh-CN
忍耐の美徳,耐心是一种美德,zh-CN
思惑買い,遥遥领先,zh-CN
怪しげなトレンチコート,迷离风衣,zh-CN
想定内の意外性,意料之中的意外,zh-CN
成長志向,成长型思维,zh-CN
戦闘準備,伺机待发,zh-CN
戴冠式,加冕礼,zh-CN
投資完了,投资,zh-CN
採掘ドリル,采矿钻机,zh-CN
揺るがぬ心,坚定之心,zh-CN
料理鍋,金色炊具,zh-CN
時の歯車,连续齿轮,zh-CN
普通預金口座,储蓄账户,zh-CN
最初の1つは無料！,第一份免费！,zh-CN
最強の四配者,四费增援,zh-CN
有効活用,有用之材,zh-CN
木のアクシオム,森罗公理,zh-CN
杖鍛冶,杖之工匠,zh-CN
枯朽の遺物,枯萎圣物,zh-CN
枯死の宝石,枯萎珠宝,zh-CN
構成拡大,节外生枝,zh-CN
槍の決意,长矛意志,zh-CN
殺し屋のカトラス,残酷弯刀,zh-CN
水のアクシオム,涌泉公理,zh-CN
沈黙の帳,静止法衣,zh-CN
混乱回復装置,变形重组器,zh-CN
混沌の進化,无序进化,zh-CN
滅びの王,破败之王,zh-CN
災禍の使者,破灭使者,zh-CN
炎のアクシオム,炽焰公理,zh-CN
炎の愛好家,嗜火,zh-CN
炎を強めて,火上浇油,zh-CN
無差別殺人者,无差别攻击,zh-CN
爆発的成長,爆炸式增长,zh-CN
特性の書,纹章之书,zh-CN
特性の木,羁绊树,zh-CN
獄炎のハチェット,恶火小斧,zh-CN
王冠とは重きもの,王冠之重,zh-CN
甘いおやつ,甜点,zh-CN
生涯ブロンズ,终身黄铜,zh-CN
略奪者のダイス,强盗的骰子,zh-CN
癒しのこだま,修复型回响,zh-CN
盗賊のグローブ,窃贼手套,zh-CN
盗賊団,窃贼帮派,zh-CN
目には目を,以眼还眼,zh-CN
確約された守護,承诺之护,zh-CN
穢れたヴァンパイア セプター,黑暗吸血鬼节杖,zh-CN
精密かつ優雅,精准而优雅,zh-CN
素材ビュッフェ,基础装备自助餐,zh-CN
紡がれし魔法,纺织魔法,zh-CN
終わりなき絶望,无终恨意,zh-CN
絶好調,升星之运,zh-CN
腐食,腐蚀,zh-CN
英雄のラッキーバッグ,英勇福袋,zh-CN
血の供物,鲜血祭品,zh-CN
衝突試験用ダミー,碰撞测试假人,zh-CN
複製,反响,zh-CN
財宝の竜巻,宝藏台风,zh-CN
買い物三昧,大买特买,zh-CN
起死回生,复苏之风,zh-CN
超越のタリスマン,飞升护符,zh-CN
超越生体,高级生命体,zh-CN
超越者,远古巫灵,zh-CN
輝く悪党,光明无赖,zh-CN
選ばれし狼,与狼共舞,zh-CN
金のモンスーン,摇钱树,zh-CN
金ピカの鋼,镀金钢铁,zh-CN
銀の匙,银汤匙,zh-CN
鋼からの解放,解封魔武,zh-CN
鋼の心,心之钢,zh-CN
鏡像のペルソナ,镜像人格面具,zh-CN
限定カスタマイズ,专属定制,zh-CN
集中砲火,集中火力,zh-CN
韋駄天,迅击战士,zh-CN
韋駄天の紋章,迅击战士纹章,zh-CN
風のアクシオム,气旋公理,zh-CN
食堂,饭厅,zh-CN
騎士の誓い,骑士之誓,zh-CN
高電圧,高压电,zh-CN
高電圧管,电压导管,zh-CN
魔法のダイス,魔法投掷,zh-CN
黄昏の試練,暮光试炼,zh-CN
黄金の龍,金霖龙,zh-CN
Tactician's Crown Championship,TFT世界赛,zh-CN
Regionals,地区赛,zh-CN
Regional Qualifier,地区赛,zh-CN
Golden Spatula Cup,地区赛,zh-CN
Esports World Cup,电竞世界杯,zh-CN
highroll,运气好,zh-CN
lowroll,运气差,zh-CN
reroll,赌狗,zh-CN
slowroll,慢D,zh-CN
slow roll,慢D,zh-CN
fast 8,速8,zh-CN
fast 9,速9,zh-CN
hyper roll,速D,zh-CN
open fort,摆烂,zh-CN
win streak,连胜,zh-CN
lose streak,连败,zh-CN
econ,经济,zh-CN
slam,合装备,zh-CN
slamming,物尽其用,zh-CN
slammin',物尽其用,zh-CN
pivot,转型,zh-CN
capped,阵容拉满,zh-CN
capped out,阵容拉满,zh-CN
rolldown,D牌,zh-CN
donkey roll,梭哈D,zh-CN
hit,D到了,zh-CN
whiff,空了,zh-CN
naturaled,白嫖,zh-CN
stabilize,稳住,zh-CN
tempo,节奏,zh-CN
board strength,战力,zh-CN
frontline,前排,zh-CN
backline,后排,zh-CN
carry,C位,zh-CN
main carry,主C,zh-CN
itemize,出装,zh-CN
wincon,吃鸡条件,zh-CN
power spike,强势期,zh-CN
prismatic augment,棱彩强化,zh-CN
BIS,神装,zh-CN
best in slot,神装,zh-CN
contested,有同行,zh-CN
uncontested,无同行,zh-CN
flex,灵活,zh-CN
grief,恶心人,zh-CN
int,送,zh-CN
inting,送,zh-CN
diff,差距,zh-CN
prio,优先级,zh-CN
spot,局面,zh-CN
tilted,心态崩了,zh-CN
tilt,上头,zh-CN
throw,好局送了,zh-CN
cracked,太强了,zh-CN
insane,离谱强,zh-CN
goated,封神,zh-CN
malding,红温了,zh-CN
trolling,摆烂,zh-CN
clapped,被打爆了,zh-CN
clutch,极限操作,zh-CN
no shot,不可能,zh-CN
based,合理,zh-CN
unlucky,倒霉,zh-CN
unlucko,倒霉,zh-CN
scuffed,拉了,zh-CN
banger,牛逼,zh-CN
top 4,前四,zh-CN
bot 4,后四,zh-CN
copium,自我安慰,zh-CN
sadge,难过,zh-CN
kekw,笑死,zh-CN
Pog,太强了,zh-CN
PogChamp,太强了,zh-CN
angle,思路,zh-CN
