source,target,tgt_lng
トライフェクタ,三重奏,zh-MY
トリスターナ,崔丝塔娜,zh-MY
トリンダメア,泰达米尔,zh-MY
トレードセクター,贸易大亨,zh-MY
ドクター・ムンド,蒙多医生,zh-MY
ドラゴン クロウ,龙之爪,zh-MY
ドラゴンの守護者,龙卫,zh-MY
ドラゴンボーン,龙裔,zh-MY
ドレイヴン,达瑞文,zh-MY
ドレッドウェイの砲撃,惊恐号巨炮,zh-MY
ドーンコア,曙光核心,zh-MY
ナイト エッジ,夜色缘界,zh-MY
ナサス,纳瑟斯,zh-MY
ナッシャー トゥース,纳什之牙,zh-MY
ニダリー,奈德丽,zh-MY
ニーコ,妮可,zh-MY
ネガトロン クローク,负极斗篷,zh-MY
ノクサス,诺克萨斯,zh-MY
ノクサスの紋章,诺克萨斯徽章,zh-MY
ノーチラス,纳帝鲁斯,zh-MY
ハントレス,女猎手,zh-MY
ハンド オブ ジャスティス,正义手套,zh-MY
ハーベスター,收割者,zh-MY
バイナリー空中投下,双重空投物资,zh-MY
バフが1つ、バフが2つ,一个增益，两个增益,zh-MY
バロンナッシャー,巴龙纳什,zh-MY
バークナックル,藤壶指虎,zh-MY
バースデー リユニオン,生日团聚,zh-MY
バースデープレゼント,生日礼物,zh-MY
バード,巴德,zh-MY
パンドラのアイテム,潘多拉的道具,zh-MY
パンドラのベンチ,潘多拉的备战区,zh-MY
ヒロイック,超级英雄,zh-MY
ヒーリングオーブ,治疗法球,zh-MY
ビッグフレンド,超大型靠山,zh-MY
ビルジウォーター,比尔吉沃特,zh-MY
ビルジウォーターの小型チャンピオン複製器,比尔吉沃特 小型英雄复制器,zh-MY
ビルジウォーターの紋章,比尔吉沃特徽章,zh-MY
ピルトーヴァー,皮尔托福,zh-MY
ピルトーヴァーの発明品,皮尔托福发明装置,zh-MY
ピルトーヴァーの紋章,皮尔托福徽章,zh-MY
フィズ,飞斯,zh-MY
フィッシュボーン,恶鲨火箭,zh-MY
フィドルスティックス,费德提克,zh-MY
フォビドゥン アイドル,禁忌之像,zh-MY
フライパン,平底锅,zh-MY
フリッカーブレード,烁刃,zh-MY
フレヨルド,弗雷尔卓德,zh-MY
フレヨルドの紋章,弗雷尔卓德徽章,zh-MY
ブライアー,布蕾尔,zh-MY
ブラウム,布郎姆,zh-MY
ブラックスミス,铸火者,zh-MY
ブラックマーケットの再入荷,黑市补货,zh-MY
ブラックマーケットの爆発物,黑市炸药,zh-MY
ブラッドサースター,嗜血者,zh-MY
ブランブル ベスト,刺藤胸甲,zh-MY
ブリッツクランク,布里茨,zh-MY
ブルーザー,蛮勇斗士,zh-MY
ブルーザーの紋章,蛮勇斗士徽章,zh-MY
ブルーバフ,蓝增益,zh-MY
ブロック,布洛克,zh-MY
プラシディウムの防衛,保卫平典城,zh-MY
プラシーボ,安慰剂,zh-MY
プリズムの運命,棱彩命运,zh-MY
プリズムチケット,七彩棱镜入场券,zh-MY
プロテクターの誓い,保卫者之誓,zh-MY
プローラー クロウ,潜行者之爪,zh-MY
ヘクスゲート トラベル,海克斯传送门之旅,zh-MY
ヘクステック ガンブレード,海克斯科技枪刃,zh-MY
ヘクスメック,海克斯机甲,zh-MY
ヘッジファンド,对冲基金,zh-MY
ベイガー,维迦,zh-MY
ベストフレンド,一生挚友,zh-MY
ベルト オーバーフロー,腰带过载,zh-MY
ベル＝ヴェス,贝尔薇斯,zh-MY
ホライゾン フォーカス,视界专注,zh-MY
ボクシングのレッスン,拳击训练,zh-MY
ボディーガードの訓練,保镖训练,zh-MY
ボリベア,弗力贝尔,zh-MY
ポイズンパル,剧毒伙伴,zh-MY
ポッピー,波比,zh-MY
ポータブル フォージ,携带型打铁铺,zh-MY
ポータルワープ,扭转之境,zh-MY
マイクロロケット,微型火箭,zh-MY
マグネトロンコイル,磁控管线圈,zh-MY
マルザハール,马尔札哈,zh-MY
マーターズ ヴァーチュ,烈士之德,zh-MY
ミスコネクション,失去联络,zh-MY
ミス・フォーチュン,好运姐,zh-MY
ミッションの再開,重启任务,zh-MY
ミトン,手套,zh-MY
ミニマックス,极限拉满,zh-MY
ミリオ,米里欧,zh-MY
ムダニ デカイ ロッド,巨型魔棒,zh-MY
メイスの決意,重锤之志,zh-MY
メル,梅尔,zh-MY
モメンタムドライブ,动量驱动器,zh-MY
モレロノミコン,黑魔禁书,zh-MY
ヤスオ,犽宿,zh-MY
ユナラ,尤娜拉,zh-MY
ヨネ,犽凝,zh-MY
ヨリック,约瑞科,zh-MY
ヨードル,约德尔人,zh-MY
ヨードルの紋章,约德尔人徽章,zh-MY
ライズ,雷兹,zh-MY
ライトシールドのクレスト,光盾之纹,zh-MY
ラインナップ,排兵布阵,zh-MY
ラスト ウィスパー,最后耳语,zh-MY
ラッキーグローブ,好运手套,zh-MY
ラックス,拉克丝,zh-MY
ラバドン デスキャップ,死亡之帽,zh-MY
ラピッド ファイアキャノン,冲击火炮,zh-MY
ランブル,蓝宝,zh-MY
リカーブ ボウ,反曲弓,zh-MY
リサンドラ,丽珊卓,zh-MY
リッチ ベイン,巫妖之祸,zh-MY
リデンプションの魂,救赎之灵,zh-MY
リフティング大会,举重比赛,zh-MY
リフトスカトル,河蟹,zh-MY
リフトスカージ,峡谷之灾,zh-MY
リフトヘラルド,预示者,zh-MY
ルシアン&セナ,路西恩和姗娜,zh-MY
ルブラン,勒布朗,zh-MY
ルル,露璐,zh-MY
ルーデン テンペスト,卢登骤雨,zh-MY
ルーンメイジ,符文法师,zh-MY
レイトゲーム スケーリング,后期成长,zh-MY
レイトゲーム スペシャリスト,专打后期,zh-MY
レオナ,雷欧娜,zh-MY
レク＝サイ,雷珂煞,zh-MY
レッドバフ,红增益,zh-MY
レディアントの遺物,圣物抉择,zh-MY
レネクトン,雷尼克顿,zh-MY
レベルアップ！,升级！,zh-MY
ロリス,洛里斯,zh-MY
ロングショット,长枪手,zh-MY
ロングショットの紋章,长枪手徽章,zh-MY
ローリングデイズ,转不停,zh-MY
ワン、ツー、ファイブ！,一、二、五！,zh-MY
ワン、ツーツー、スリー,一二三,zh-MY
ワンド オーバーフロー,魔棒过载,zh-MY
ワーウィック,沃维克,zh-MY
ワーデン,守望者,zh-MY
ワーデンの紋章,守望者徽章,zh-MY
ワーモグ アーマー,好战者铠甲,zh-MY
ワールドエンダー,灭世剑魔,zh-MY
ワールドルーン,世界符文,zh-MY
ヴァイ,菲艾,zh-MY
ヴァンキッシャー,征服者,zh-MY
ヴァンキッシャーの紋章,征服者徽章,zh-MY
ヴィエゴ,维尔戈,zh-MY
ヴェイン,汎,zh-MY
ヴォイド,虚空,zh-MY
ヴォイド ガントレット,虚空手套,zh-MY
ヴォイド スタッフ,虚空之杖,zh-MY
ヴォイドの紋章,虚空徽章,zh-MY
一二二三,一二三,zh-MY
一人前プレート,孤身铁铠,zh-MY
一等航海士のフリントロック,大副的燧发枪,zh-MY
一致団結,并肩作战,zh-MY
一致団結,携手合作,zh-MY
一，二，五！,一、二、五！,zh-MY
三幻神,三费军团,zh-MY
三项赛,三重奏,zh-MY
三，三，三！,三个3费,zh-MY
上方移動,上进心,zh-MY
不安定なコア,不稳定核心,zh-MY
不滅の協定,永恒契约,zh-MY
不落魔锋,不朽者,zh-MY
与狼共舞,狼神天选,zh-MY
两把刷子,两个把戏,zh-MY
主人公補正,主角威能,zh-MY
主宰,重装战士,zh-MY
主宰纹章,重装战士徽章,zh-MY
丽桑卓,丽珊卓,zh-MY
乐芙兰,勒布朗,zh-MY
二进制空投,双重空投物资,zh-MY
亚恒,扎罕,zh-MY
亚托克斯,厄萨斯,zh-MY
亚索,犽宿,zh-MY
亡者的短剑,亡者匕首,zh-MY
仕送り,爱心包裹,zh-MY
以绪塔尔,伊克斯塔尔,zh-MY
以绪塔尔纹章,伊克斯塔尔徽章,zh-MY
优柔寡断,犹豫不决,zh-MY
伺机待发,整装备战,zh-MY
佐伊,柔依,zh-MY
佛耶戈,维尔戈,zh-MY
便携锻炉,携带型打铁铺,zh-MY
俄洛伊,伊罗旖,zh-MY
信仰之跃,虔信一跃,zh-MY
信仰震,虔信一跃,zh-MY
修复型回响,疗愈回响,zh-MY
假人化,木偶化,zh-MY
優柔不断,犹豫不决,zh-MY
光の番人,光之哨兵,zh-MY
光明哨兵,光之哨兵,zh-MY
光明圣物,圣物抉择,zh-MY
光明无赖,圣光捣蛋鬼,zh-MY
光盾徽章,光盾之纹,zh-MY
克格莫,寇格魔,zh-MY
入门套件,入门套装,zh-MY
全身全霊,全力以赴,zh-MY
兰博,蓝宝,zh-MY
关爱包裹,爱心包裹,zh-MY
兹若特传送门,虚空之门,zh-MY
内瑟斯,纳瑟斯,zh-MY
凯南,凯能,zh-MY
列队,排兵布阵,zh-MY
利落保镖,保镖训练,zh-MY
别再错过,失去联络,zh-MY
前借り,高级贷款,zh-MY
前線維持,坚守前线,zh-MY
剑之工匠,铸剑工匠,zh-MY
剣鍛冶,铸剑工匠,zh-MY
力の聖杯,力量圣杯,zh-MY
加冕礼,神圣加冕,zh-MY
加速之门,中子加速装置,zh-MY
加里奥,加里欧,zh-MY
劣化版鏡像のペルソナ,次级镜影化身,zh-MY
勝ち抜け,最后赢家,zh-MY
千珏,镜爪,zh-MY
升星之运,滚起优势,zh-MY
升级咯！,升级！,zh-MY
卑尔维斯,贝尔薇斯,zh-MY
单身板甲,孤身铁铠,zh-MY
卡莉丝塔,克黎思妲,zh-MY
卡莎,凯莎,zh-MY
卢登的激荡,卢登骤雨,zh-MY
卢锡安与赛娜,路西恩和姗娜,zh-MY
即席アーマー,临时战甲,zh-MY
厄斐琉斯,亚菲利欧,zh-MY
厄运小姐,好运姐,zh-MY
厨神阿福,阿福驾到,zh-MY
双城赢家,奥术 维克特式胜利,zh-MY
双子守护神,双子守护者,zh-MY
反响,复制,zh-MY
反曲之弓,反曲弓,zh-MY
变形重组器,重整装置,zh-MY
可大可小,极限拉满,zh-MY
可酷伯与悠米,昆布科和悠咪,zh-MY
吉格斯,希格斯,zh-MY
后期专家,专打后期,zh-MY
后期收益,后期成长,zh-MY
呪いの刃,诅咒之刃,zh-MY
呪われた望遠鏡,鬼影望远镜,zh-MY
嗜火,嗜火狂,zh-MY
四费增援,增援部队,zh-MY
回声引擎,回响引擎,zh-MY
圣盾使的誓约,保卫者之誓,zh-MY
坚守防线,坚守前线,zh-MY
坚定之心,坚毅之心,zh-MY
埋もれた宝物,埋藏的宝物,zh-MY
基克的先驱,锡柯的号角,zh-MY
基兰,极灵,zh-MY
基础装备自助餐,组件任选,zh-MY
報復,复仇,zh-MY
塔姆,贪啃奇,zh-MY
塞拉斯,赛勒斯,zh-MY
复苏之风,回春,zh-MY
夕闇の加護,暮夜之盾,zh-MY
夜之锋刃,夜色缘界,zh-MY
夜明けの加護,黎明之盾,zh-MY
大きな福袋,大型惊喜包,zh-MY
大买特买,购物狂欢,zh-MY
大剑溢流,大剑过载,zh-MY
大哥罩我,超大型靠山,zh-MY
大地のアクシオム,大地法则,zh-MY
大炮火力网,炮火覆盖,zh-MY
大百宝袋,大型惊喜包,zh-MY
大砲の雨,炮火覆盖,zh-MY
大而有力,巨人之力,zh-MY
天の祝福,天赐圣典,zh-MY
天生二星,星光传奇,zh-MY
天降金币,天降黄金,zh-MY
奇亚娜,姬亚娜,zh-MY
奥恩,鄂尔,zh-MY
奥瑞利安·索尔,翱锐龙兽,zh-MY
女神の涙,女神之泪,zh-MY
好きなだけ泣くがいい,泪流成河,zh-MY
好事成双,出双入对,zh-MY
妮蔻,妮可,zh-MY
娑娜,索娜,zh-MY
孙悟空,悟空,zh-MY
宇宙の呼び声,宇宙召唤,zh-MY
宝藏台风,财宝旋风,zh-MY
密银黎明,银织黎明,zh-MY
小さくても強烈,小巧但致命,zh-MY
小さな仲間たち,小小伙伴,zh-MY
小さな福袋,小型惊喜包,zh-MY
小伙伴,小小伙伴,zh-MY
小小福袋,小型惊喜包,zh-MY
小而致命,小巧但致命,zh-MY
山積みのシトラス,成堆柑橘,zh-MY
山隐之焰,铸火者,zh-MY
岩土公理,大地法则,zh-MY
岩宝,布洛克,zh-MY
峡谷先锋,预示者,zh-MY
峡谷迅捷蟹,河蟹,zh-MY
崔斯特,逆命,zh-MY
巧みなクラフト,精心打造,zh-MY
巨人の誓い,泰坦的决意,zh-MY
巨型九头蛇,泰坦九头蛇,zh-MY
巨大化ビーム,巨化射线,zh-MY
巨大化射线,巨化射线,zh-MY
巨神峰,巨石峰,zh-MY
巨龙之爪,龙之爪,zh-MY
巨龙卫士,龙卫,zh-MY
布隆,布郎姆,zh-MY
帽子ジュース,卡帕果汁,zh-MY
帽子饮品,卡帕果汁,zh-MY
幸运手套,好运手套,zh-MY
幸运达布隆金币,幸运金币,zh-MY
幸運の金貨,幸运金币,zh-MY
幽魂弯刀,鬼使弯刀,zh-MY
広がる根,生根发芽,zh-MY
庇護者のお供,守望者的盟友,zh-MY
应急护甲,临时战甲,zh-MY
应急护盾,主角威能,zh-MY
弗雷尔卓德纹章,弗雷尔卓德徽章,zh-MY
强盗的骰子,盗贼骰子,zh-MY
强袭者的链枷,打手连枷,zh-MY
影の操り人形,暗影傀儡,zh-MY
征服者纹章,征服者徽章,zh-MY
微型导弹,微型火箭,zh-MY
德玛西亚,蒂玛西亚,zh-MY
德玛西亚万岁,蒂玛西亚，永垂不朽,zh-MY
德玛西亚纹章,蒂玛西亚徽章,zh-MY
德莱厄斯,达瑞斯,zh-MY
德莱文,达瑞文,zh-MY
心之钢,钢铁之心,zh-MY
心身統御のペンダント,支配宝匣,zh-MY
忍耐の美徳,忍耐是美德,zh-MY
思惑買い,做多,zh-MY
怪しげなトレンチコート,可疑风衣,zh-MY
恕瑞玛,苏瑞玛,zh-MY
恶火小斧,狱火战斧,zh-MY
想定内の意外性,意料之中的意外,zh-MY
成吨的属性！,成吨数据！,zh-MY
成長志向,成长型思维,zh-MY
戦闘準備,整装备战,zh-MY
戴冠式,神圣加冕,zh-MY
承诺之护,誓约守护,zh-MY
投資完了,投资,zh-MY
护卫,捍卫者,zh-MY
护卫纹章,捍卫者徽章,zh-MY
护甲消除器,护甲抑制器,zh-MY
拳击课程,拳击训练,zh-MY
拳套,格斗手套,zh-MY
挑个好伙计！,构筑一名伙伴：,zh-MY
採掘ドリル,采矿钻机,zh-MY
探索者的护臂,探索者护腕,zh-MY
提莫,提摩,zh-MY
揺るがぬ心,坚毅之心,zh-MY
摇钱树,财源滚滚,zh-MY
救赎盔甲,救赎之灵,zh-MY
斗士,蛮勇斗士,zh-MY
斗士纹章,蛮勇斗士徽章,zh-MY
料理鍋,烹饪锅,zh-MY
斯卡纳,史加纳,zh-MY
斯塔缇克电刃,史提克弹簧刀,zh-MY
斯特拉克的挑战护手,史特拉克手套,zh-MY
斯维因,斯温,zh-MY
无差别攻击,无差别杀手,zh-MY
无序进化,混沌进化,zh-MY
无用大棒,巨型魔棒,zh-MY
无终恨意,无尽绝望,zh-MY
时间旅者,时空断裂者,zh-MY
星界感召,宇宙召唤,zh-MY
星界游神,驯龙高手,zh-MY
星界赐福,天赐圣典,zh-MY
時の歯車,时空齿轮组,zh-MY
普朗克,刚普朗克,zh-MY
普通預金口座,储蓄账户,zh-MY
普雷西典保卫战,保卫平典城,zh-MY
暗影木偶,暗影傀儡,zh-MY
暗行者之爪,潜行者之爪,zh-MY
暗裔,冥血族裔,zh-MY
暗裔剑魔,灭世剑魔,zh-MY
暴风之剑,暴风大剑,zh-MY
曲境折跃,扭转之境,zh-MY
更要命的帽子,致命帽子,zh-MY
更要命的战刃,致命利刃,zh-MY
最佳好友,一生挚友,zh-MY
最初の1つは無料！,首件免费送！,zh-MY
最后一秒营救,救命关头,zh-MY
最后的轻语,最后耳语,zh-MY
最強の四配者,增援部队,zh-MY
有効活用,派上用场,zh-MY
有用之材,派上用场,zh-MY
朔极之矛,精进之矛,zh-MY
木のアクシオム,灵木法则,zh-MY
权杖意志,重锤之志,zh-MY
杖之工匠,法杖工匠,zh-MY
杖鍛冶,法杖工匠,zh-MY
枪手,神射手,zh-MY
枪手纹章,神射手徽章,zh-MY
枯朽の遺物,凋零的遗物,zh-MY
枯死の宝石,枯萎宝石,zh-MY
枯萎圣物,凋零的遗物,zh-MY
枯萎珠宝,枯萎宝石,zh-MY
格温,关,zh-MY
格雷福斯,葛雷夫,zh-MY
棘刺背心,刺藤胸甲,zh-MY
棘刺镀板铠甲,荆棘镀板护甲,zh-MY
森罗公理,灵木法则,zh-MY
棱彩门票,七彩棱镜入场券,zh-MY
構成拡大,另辟新境,zh-MY
槍の決意,战矛之志,zh-MY
次级镜像人格面具,次级镜影化身,zh-MY
正义之手,正义手套,zh-MY
正义巨像,超级英雄,zh-MY
正义报复,复仇,zh-MY
死亡之刃,死神之刃,zh-MY
殉道美德,烈士之德,zh-MY
残酷弯刀,割喉弯刀,zh-MY
殺し屋のカトラス,割喉弯刀,zh-MY
比尔吉沃特 次级英雄复制器,比尔吉沃特 小型英雄复制器,zh-MY
比尔吉沃特纹章,比尔吉沃特徽章,zh-MY
气旋公理,空气法则,zh-MY
水のアクシオム,流水法则,zh-MY
水乳交融,我们团结一致,zh-MY
水银,水银兜帽,zh-MY
永恩,犽凝,zh-MY
永猎双子,永恒族,zh-MY
沃利贝尔,弗力贝尔,zh-MY
沃里克,沃维克,zh-MY
沈黙の帳,寂静法衣,zh-MY
沙漠皇帝,皇帝,zh-MY
河流之王,暴食怪,zh-MY
法师,奥术大师,zh-MY
法师纹章,奥术大师徽章,zh-MY
法杖溢流,魔棒过载,zh-MY
泰坦的坚决,泰坦的决意,zh-MY
泽拉斯,齐勒斯,zh-MY
浪人,流亡孤军,zh-MY
海克斯霸龙,机械暴龙,zh-MY
海克斯飞门之旅,海克斯传送门之旅,zh-MY
涌泉公理,流水法则,zh-MY
混乱回復装置,重整装置,zh-MY
混沌の進化,混沌进化,zh-MY
游神的盟友,守望者的盟友,zh-MY
滅びの王,殒落王者,zh-MY
潘朵拉的备战席,潘多拉的备战区,zh-MY
潘朵拉的装备,潘多拉的道具,zh-MY
激发之匣,支配宝匣,zh-MY
火上浇油,煽风点火,zh-MY
灭世者的死亡之帽,死亡之帽,zh-MY
灵风,西风匕首,zh-MY
灵魂唤醒,灵魂觉醒,zh-MY
災禍の使者,灭世者,zh-MY
炎のアクシオム,火焰法则,zh-MY
炎の愛好家,嗜火狂,zh-MY
炎を強めて,煽风点火,zh-MY
点击即送,一击即中,zh-MY
炽天使之拥,炽天使之杖,zh-MY
炽焰公理,火焰法则,zh-MY
無差別殺人者,无差别杀手,zh-MY
爆発的成長,爆炸式增长,zh-MY
爆裂护盾,爆破武装,zh-MY
特性の書,特性典籍,zh-MY
特性の木,特性之树,zh-MY
狂徒铠甲,好战者铠甲,zh-MY
狂野女猎手,女猎手,zh-MY
狂野生长,究极炼化,zh-MY
狙神,长枪手,zh-MY
狙神纹章,长枪手徽章,zh-MY
猛将的荣耀,战神的荣耀,zh-MY
獄炎のハチェット,狱火战斧,zh-MY
王冠とは重きもの,王冠之重,zh-MY
王冠意志,王冠之志,zh-MY
玛尔扎哈,马尔札哈,zh-MY
珍藏财宝,埋藏的宝物,zh-MY
珠光护手,宝石手套,zh-MY
瑞兹,雷兹,zh-MY
瑟庄妮,史瓦妮,zh-MY
瑟提,赛特,zh-MY
璐璐,露璐,zh-MY
甘いおやつ,甜点,zh-MY
生日聚会,生日团聚,zh-MY
生涯ブロンズ,终身青铜,zh-MY
由二生D,两倍价值,zh-MY
略奪者のダイス,盗贼骰子,zh-MY
疾射火炮,冲击火炮,zh-MY
癒しのこだま,疗愈回响,zh-MY
登上最高峰,最后赢家,zh-MY
白银命运,银色命运,zh-MY
皮尔特沃夫,皮尔托福,zh-MY
皮尔特沃夫发明,皮尔托福发明装置,zh-MY
皮尔特沃夫纹章,皮尔托福徽章,zh-MY
盗賊のグローブ,窃贼手套,zh-MY
盗賊団,神偷军团,zh-MY
目には目を,以眼还眼,zh-MY
石像鬼石板甲,石像鬼盘核,zh-MY
破灭使者,灭世者,zh-MY
破败之王,殒落王者,zh-MY
硬性承诺,全力以赴,zh-MY
確約された守護,誓约守护,zh-MY
磁控线圈,磁控管线圈,zh-MY
祖安,佐恩,zh-MY
祖安纹章,佐恩徽章,zh-MY
神盾使,守望者,zh-MY
神盾使纹章,守望者徽章,zh-MY
神谕者纹章,神谕者徽章,zh-MY
禁忌雕像,禁忌之像,zh-MY
离子火花,爱欧尼亚星火,zh-MY
秘传奥义,卡胡纳胡纳,zh-MY
穢れたヴァンパイア セプター,腐败吸血鬼权杖,zh-MY
窃贼帮派,神偷军团,zh-MY
第一份免费！,首件免费送！,zh-MY
米利欧,米里欧,zh-MY
精准而优雅,精准与优雅,zh-MY
精密かつ優雅,精准与优雅,zh-MY
系魂圣枪,系魂使者,zh-MY
素材ビュッフェ,组件任选,zh-MY
紡がれし魔法,编织魔法,zh-MY
終わりなき絶望,无尽绝望,zh-MY
絶好調,滚起优势,zh-MY
红霸符,红增益,zh-MY
约德尔人纹章,约德尔人徽章,zh-MY
约里克,约瑞科,zh-MY
纳什男爵,峡谷之灾,zh-MY
纳什男爵,巴龙纳什,zh-MY
纹章之书,特性典籍,zh-MY
纺织魔法,编织魔法,zh-MY
终身黄铜,终身青铜,zh-MY
绝命毒师,剧毒伙伴,zh-MY
羁绊树,特性之树,zh-MY
耀光使,干扰者,zh-MY
耀光使纹章,干扰者徽章,zh-MY
耐心是一种美德,忍耐是美德,zh-MY
联合作战,并肩作战,zh-MY
能量圣杯,力量圣杯,zh-MY
腐食,腐蚀,zh-MY
腕豪,角头老大,zh-MY
腰带溢流,腰带过载,zh-MY
船长的帽子,船长帽,zh-MY
船长的酿造品,船长珍酿,zh-MY
艾尼维亚,艾妮维亚,zh-MY
艾欧尼亚,爱欧尼亚,zh-MY
艾欧尼亚纹章,爱欧尼亚徽章,zh-MY
节外生枝,另辟新境,zh-MY
芸阿娜,尤娜拉,zh-MY
英勇福袋,英勇惊喜包,zh-MY
英雄のラッキーバッグ,英勇惊喜包,zh-MY
莫雷洛秘典,黑魔禁书,zh-MY
菲兹,飞斯,zh-MY
萨勒芬妮,瑟菈纷,zh-MY
蓝霸符,蓝增益,zh-MY
蔓延之根,生根发芽,zh-MY
蔚,菲艾,zh-MY
蕾欧娜,雷欧娜,zh-MY
薄暮法袍,均等法衣,zh-MY
薇恩,汎,zh-MY
虚空之女,同化体,zh-MY
虚空护手,虚空手套,zh-MY
虚空纹章,虚空徽章,zh-MY
血の供物,血祭,zh-MY
衝突試験用ダミー,碰撞测试假人,zh-MY
裁决战士,杀戮者,zh-MY
裁决战士纹章,杀戮者徽章,zh-MY
装备百宝袋,道具惊喜包,zh-MY
複製,复制,zh-MY
解封魔武,破锋除印,zh-MY
解脱者,破枷者,zh-MY
训练假人,训练木偶,zh-MY
诺克萨斯纹章,诺克萨斯徽章,zh-MY
诺提勒斯,纳帝鲁斯,zh-MY
財宝の竜巻,财宝旋风,zh-MY
買い物三昧,购物狂欢,zh-MY
贝蕾亚,布蕾尔,zh-MY
贸易中心,商业核心,zh-MY
起死回生,回春,zh-MY
超越のタリスマン,升华护符,zh-MY
超越生体,高级生命体,zh-MY
超越者,飞升者,zh-MY
輝く悪党,圣光捣蛋鬼,zh-MY
轻量魔法投掷,轻魔重骰,zh-MY
达克威尔入侵,达克威尔的入侵,zh-MY
迅击战士,迅击者,zh-MY
迅击战士纹章,迅击者徽章,zh-MY
远古巫灵,飞升者,zh-MY
远古恐惧,收割者,zh-MY
连指手套,手套,zh-MY
连续齿轮,时空齿轮组,zh-MY
迷离风衣,可疑风衣,zh-MY
适应性头盔,适性神盔,zh-MY
遥遥领先,做多,zh-MY
選ばれし狼,狼神天选,zh-MY
酒吧指虎,藤壶指虎,zh-MY
金のモンスーン,财源滚滚,zh-MY
金ピカの鋼,镀金钢铁,zh-MY
金克丝,吉茵珂丝,zh-MY
金色炊具,烹饪锅,zh-MY
金铲铲,锅铲,zh-MY
金铲铲冠冕,棋手皇冠,zh-MY
金锅铲冠冕,棋手斗篷,zh-MY
金锅锅,平底锅,zh-MY
金锅锅冠冕,棋手盾牌,zh-MY
金霖龙,金龙降世,zh-MY
金鳞精粹,微光龙鳞精萃,zh-MY
銀の匙,出身豪门,zh-MY
鋼からの解放,破锋除印,zh-MY
鋼の心,钢铁之心,zh-MY
鏡像のペルソナ,镜影化身,zh-MY
钢铁烈阳之匣,日轮的加冕,zh-MY
银汤匙,出身豪门,zh-MY
铸星龙王,星际漫游者,zh-MY
锤石,瑟雷西,zh-MY
镜像人格面具,镜影化身,zh-MY
长矛意志,战矛之志,zh-MY
阿兹尔,阿祈尔,zh-MY
阿狸,阿璃,zh-MY
限定カスタマイズ,专属定制,zh-MY
集中火力,专注火焰,zh-MY
集中砲火,专注火焰,zh-MY
集结战队,携手合作,zh-MY
雷克塞,雷珂煞,zh-MY
雷克顿,雷尼克顿,zh-MY
震畏大炮,惊恐号巨炮,zh-MY
静止法衣,寂静法衣,zh-MY
韋駄天,迅击者,zh-MY
韋駄天の紋章,迅击者徽章,zh-MY
顽强不屈,不屈,zh-MY
風のアクシオム,空气法则,zh-MY
飞升护符,升华护符,zh-MY
饭厅,食堂,zh-MY
饮血剑,嗜血者,zh-MY
騎士の誓い,骑士誓愿,zh-MY
骑士之誓,骑士誓愿,zh-MY
高压电,高压电流,zh-MY
高電圧,高压电流,zh-MY
高電圧管,电压导管,zh-MY
魔法のダイス,魔法骰子,zh-MY
魔法投掷,魔法骰子,zh-MY
鱼骨头,恶鲨火箭,zh-MY
鲜血祭品,血祭,zh-MY
黄昏の試練,暮光试炼,zh-MY
黄昏圣盾,暮夜之盾,zh-MY
黄金の龍,金龙降世,zh-MY
黄金命运,金色天命,zh-MY
黎明圣盾,黎明之盾,zh-MY
黎明核心,曙光核心,zh-MY
黑暗吸血鬼节杖,腐败吸血鬼权杖,zh-MY
黑铁资产,钢铁资产,zh-MY
龙血武姬,龙裔,zh-MY
偷偷,窃贼手套,zh-MY
青龙刀,精进之矛,zh-MY
反甲,刺藤胸甲,zh-MY
狂徒,好战者铠甲,zh-MY
鬼索,鬼索的狂暴之刃,zh-MY
莫雷洛,黑魔禁书,zh-MY
日炎,日炎斗篷,zh-MY
饮血,嗜血者,zh-MY
灭世帽,死亡之帽,zh-MY
大帽子,死亡之帽,zh-MY
电刃,史提克弹簧刀,zh-MY
泰坦,泰坦的决意,zh-MY
石像鬼,石像鬼盘核,zh-MY
蓝BUFF,蓝增益,zh-MY
大天使,大天使之杖,zh-MY
科技枪,海克斯科技枪刃,zh-MY
龙爪,龙之爪,zh-MY
轻语,最后耳语,zh-MY
薄暮,均等法衣,zh-MY
女神之泪,女神之泪,zh-MY
锁子甲,锁子甲,zh-MY
负极斗篷,负极斗篷,zh-MY
巨人腰带,巨人腰带,zh-MY
半空城,半空城,zh-MY
慢D,慢D,zh-MY
速D,速D,zh-MY
追三,追三,zh-MY
追三星,追三星,zh-MY
上八,上八,zh-MY
上九,上九,zh-MY
拉八,拉八,zh-MY
拉九,拉九,zh-MY
主C,主C,zh-MY
副C,副C,zh-MY
主坦,主坦,zh-MY
挂件,挂件,zh-MY
工具人,工具人,zh-MY
工具卡,工具卡,zh-MY
对位,对位,zh-MY
吃鸡,吃鸡,zh-MY
吃分,吃分,zh-MY
掉分,掉分,zh-MY
D牌,D牌,zh-MY
抽牌,抽牌,zh-MY
散件,散件,zh-MY
功能装,功能装,zh-MY
肉装,肉装,zh-MY
输出装,输出装,zh-MY
橙装,橙装,zh-MY
构筑,构筑,zh-MY
牌库,牌库,zh-MY
强势期,强势期,zh-MY
弱侧,弱侧,zh-MY
坦度,坦度,zh-MY
抗性,抗性,zh-MY
免伤,免伤,zh-MY
双抗,双抗,zh-MY
