source,target,tgt_lng
Healing Orbs,Gyógyító gömbök I.,hu
Heart of Steel,Acélszív,hu
Heavy Is the Crown,Nehéz a korona,hu
Hecho a medida,Exkluzív testreszabás,hu
Hedef Kuklası,Gyakorlófigura,hu
Hedefe Kilitlenen Optik,Célbefogó optika,hu
Hedge Fund,Fedezeti alap,hu
Heilende Echos,Jótékony visszhang,hu
Heilende Kugeln,Gyógyító gömbök I.,hu
Heldenhafte Wundertüte,Hősies zsákbamacska,hu
Hellfire Hatchet,Pokoli csatabárd,hu
Hemos venido a jugar,Merész húzás,hu
Heraldo de Zeke,Zeke hírnöke,hu
Heraldo de las Tinieblas de Zeke,Zeke komor hírnöke,hu
Heraldo desolador de Zeke,Zeke komor hírnöke,hu
Herausforderer,Kihívó,hu
Herausforderer-Emblem,Kihívó embléma,hu
Herausforderer-Modus,Kihívó mód,hu
Herb Dynastii Promiennej Tarczy,Fényőrző címer,hu
Herkesin Katili,Válogatás nélkül,hu
Heroic Grab Bag,Hősies zsákbamacska,hu
Heroiczna Torba z Różnościami,Hősies zsákbamacska,hu
Herold Zeke'a,Zeke hírnöke,hu
Herz aus Stahl,Acélszív,hu
Heul doch …,Könnyek patakja,hu
Hex Dorado de Yasuo,Yasuo aranymezője,hu
Hexagone doré de Yasuo,Yasuo aranymezője,hu
Hexagonul auriu al lui Yasuo,Yasuo aranymezője,hu
Hextech Gunblade,Hextech lőpenge,hu
Hextech Silahkılıç,Hextech lőpenge,hu
Hextech-Gunblade,Hextech lőpenge,hu
Hexágono dorado de Yasuo,Yasuo aranymezője,hu
Hidra Titánica,Titánhidra,hu
Hidra Titânica,Titánhidra,hu
Hidra titanilor,Titánhidra,hu
Hidra titánica,Titánhidra,hu
High Voltage,Magasfeszültség,hu
Hilfspaket,Ajándékcsomag,hu
Hirte,Pásztor,hu
Hirte-Emblem,Pásztor embléma,hu
Historia Powrotu do Chwały,Visszatérés-történet,hu
Hiçlik Değneği,Az Üresség botja,hu
Hiçlik Eldiveni,Ürességkesztyű,hu
Hiện Thân Phản Chiếu,Perszónatükör,hu
Hiện Thân Phản Chiếu Cỡ Nhỏ,Csekélyebb Perszónatükör,hu
Hochspannung,Magasfeszültség,hu
Hoja de furia de Guinsoo,Guinsoo dühpengéje,hu
Hoja maldita,Elátkozott penge,hu
Hojas más letales,Halálosabb pengék,hu
Hold the Line,Tartsd a frontot,hu
Holofote Compartilhado do Yasuo,Yasuo Figyelemmegosztása,hu
Honneur du Maître de guerre,Hadúri dicsőség,hu
Honor Watażki,Hadúri dicsőség,hu
Honor de señor de la guerra,Hadúri dicsőség,hu
Honor del Caudillo,Hadúri dicsőség,hu
Honra do Mestre da Guerra,Hadúri dicsőség,hu
Horizon Focus,Horizont,hu
Horizontfokus,Horizont,hu
Hortlak Palası,Túlvilági szablya,hu
Hrdinská dárková taška,Hősies zsákbamacska,hu
Hurdacının Lütfu,A gyűjtögető adománya,hu
Hurto,Lenyúlás,hu
Hustler,Szélhámos,hu
Huy Hiệu Lightshield,Fényőrző címer,hu
Huyết Giá,Véráldozat,hu
Huyết Kiếm,Vérszomjas,hu
Huyết Trượng Tha Hóa,Megrontott vámpírjogar,hu
Huyết Tế,Véráldozat,hu
Huấn Luyện Cận Vệ,Testőrképzés,hu
Hvězdná obnova,Jó sorozat,hu
Hvězdné kombo,Csillagfényes kombó,hu
Hvězdopravec,Csillagnéző,hu
Hydre titanesque,Titánhidra,hu
Hàng Chờ Pandora,Pandora kispadja,hu
Hàng Chờ Đấu Đôi,Páros várólista,hu
Hành Tinh,Űrzúzda,hu
Hào Quang Của Ahri,Ahri aurája,hu
Hào Quang Nhân Vật Chính,Narratív védelem,hu
Hâkim,Döntőbíró,hu
Hâkim Amblemi,Döntőbíró embléma,hu
Hình Nhân,Gyakorlófigura,hu
Hình Nhân Hóa,Közös gyakorlás,hu
Hình Nộm Va Chạm,Törésteszt bábuk,hu
Hút Sinh Lực,Vámpírerő I.,hu
Hücum Gürzü,Lecsapó buzogány,hu
Hükümdarın Seçimi,Istenáldotta,hu
Hırsız Eldiveni,Tolvajkesztyű,hu
Hırsız Çetesi,Tolvajok bandája,hu
Hırsız Çetesi II,Tolvajok bandája II,hu
Hızlı Başlangıç,Lendületes kezdés,hu
Hızlı Yükseliş,Biztos győzelem,hu
Hızlı İkide İki,Gyors kettős gyilkosság,hu
Hůl Prázdnoty,Az Üresség botja,hu
Hướng Đến Hồi Kết,A végjáték szakértője,hu
Hưởng Ké Hào Quang Yasuo,Yasuo Figyelemmegosztása,hu
Hạ Đo Ván,Becsapódás,hu
Hắc Tinh,Sötét csillag,hu
Hố Đen Tí Hon,Mini fekete lyuk,hu
Hủy Diệt,Kiirtó,hu
Ia arcul meu,Rendelkezz az íjammal,hu
Idol interzis,Tiltott bálvány,hu
Idole interdite,Tiltott bálvány,hu
Idolo proibito,Tiltott bálvány,hu
Idra titanica,Titánhidra,hu
Il Drago dorato,Az aranysárkány,hu
Il massimo con il minimo,Min-max,hu
Il potente Mech,A Masszív mecha,hu
Illaoi,Illaoi,hu
Iluminare parțială,Részleges Felemelkedés,hu
Immer höher hinauf,Felfelé a ranglétrán I.,hu
Impermeabile sospetto,Gyanús ballonkabát,hu
Impianti cibernetici,Kibernetikus implantátumok,hu
Impianto empatico,Szimpatikus implantátum,hu
Implant Współczulny,Szimpatikus implantátum,hu
Implant cybernétique,Szimpatikus implantátum,hu
Implant empatic,Szimpatikus implantátum,hu
Implante Simpático,Szimpatikus implantátum,hu
Implante Solidário,Szimpatikus implantátum,hu
Implante simpático,Szimpatikus implantátum,hu
Implantes Cibernéticos,Kibernetikus implantátumok,hu
Implantes cibernéticos,Kibernetikus implantátumok,hu
Implants cybernétiques,Kibernetikus implantátumok,hu
Implanturi cibernetice,Kibernetikus implantátumok,hu
Implanty Cybernetyczne,Kibernetikus implantátumok,hu
Impossível Recusar,Mindent egyre,hu
Improvisierte Rüstung,Rögtönzött páncél,hu
Improwizowana Zbroja,Rögtönzött páncél,hu
Impuesto Cognitivo,Kognitív teher,hu
Impuesto cognitivo,Kognitív teher,hu
In quattro e quattr'otto,Négységben az erő,hu
Inactividad,Inaktivitás,hu
Inadaptados,Bajkeverők,hu
Inadaptați,Bajkeverők,hu
Incantație continuă,Folyamatos idézés,hu
Indiscriminate Killer,Válogatás nélkül,hu
Indomable,A rettenthetetlen,hu
Indomável,A rettenthetetlen,hu
Infinity Edge,Határtalan penge,hu
Infinity Protection,Végtelen védelem,hu
Inicio Veloz,Lendületes kezdés,hu
Inimă de oțel,Acélszív,hu
Initiateur,Élharcos,hu
Innervating Locket,Ösztönző medál,hu
Instinct d'Evelynn,Evelynn ösztöne,hu
Instinctul lui Evelynn,Evelynn ösztöne,hu
Instinto de Evelynn,Evelynn ösztöne,hu
Instynkt Evelynn,Evelynn ösztöne,hu
Insígnia do Lumescudo,Fényőrző címer,hu
Intermediar,Fókusz,hu
Invadatorul Zed,Megszálló Zed,hu
Invader Zed,Megszálló Zed,hu
Invasión de Zed,Megszálló Zed,hu
Invasor Zed,Megszálló Zed,hu
Inversión,Elkötelezett,hu
Invested,Elkötelezett,hu
Investice,Elkötelezett,hu
Investiert,Elkötelezett,hu
Investimento,Elkötelezett,hu
Investissement,Elkötelezett,hu
Investissement sur le futur,Előrelátás,hu
Investitura,Elkötelezett,hu
Investiční fond,Fedezeti alap,hu
Investiție,Elkötelezett,hu
Inwestycja,Hosszú távú befektetés,hu
Início Rápido,Lendületes kezdés,hu
Ionic Spark,Ionos szikra,hu
Ionischer Funke,Ionos szikra,hu
Iontová jiskra,Ionos szikra,hu
Iron Assets,Vaseszközök,hu
Istinto di Evelynn,Evelynn ösztöne,hu
Item Grab Bag,Alkatrészes zsák,hu
Itens de Pandora,Pandora tárgyai II.,hu
Iubire nezdruncinată,Állhatatos szív,hu
Işıltılı Serseri,Sugárzó csirkefogó,hu
JEDU SI TO SVOJE,SZILÁRD ELTÖKÉLTSÉG,hu
Ja Gram Solo,Szólójátékos,hu
Jaf,Lenyúlás,hu
Jaful componentelor,Összetevőrablás,hu
Jakim Kosztem,De milyen áron?,hu
Jax,Jax,hu
Jaximus,Törj a csillagok felé,hu
"Jeden buff, dva buffy","Egy erősítés, két erősítés",hu
"Jedna, dva, tři","Egy, kettő, három",hu
Jeu de patience,Türelem rózsát terem,hu
Jeweled Gauntlet,Drágaköves kesztyű,hu
Jeweled Lotus,Drágaköves lótusz II.,hu
Jhin,Jhin,hu
Jinx,Jinx,hu
Jogada Levemente Mágica,Enyhén mágikus dobás,hu
Jogada Mágica,Varázsdobás,hu
Jogada de Urf,Urf játszmája,hu
Joia da Ruína,Mételyékkő,hu
Jonowa Iskra,Ionos szikra,hu
Jour de relance,Újrasorsolás napestig,hu
Joya Maldita,Mételyékkő,hu
Joya de la plaga,Mételyékkő,hu
Joyau putréfiant,Mételyékkő,hu
Jugadas arriesgadas,Merész húzás,hu
Juge stellaire,Döntőbíró,hu
Juguito de Gorrito,Az erő itala,hu
Juramento del Protector,Az Oltalmazó esküje,hu
Juramento do Cavaleiro,Lovagi eskü,hu
Juramento do Protetor,Az Oltalmazó esküje,hu
Jurământul protectorului,Az Oltalmazó esküje,hu
Jus chapi-chapo,Az erő itala,hu
Just Hit,Mindent egyre,hu
Justice critique,Megtorlás,hu
Juwelenbesetzter Handschuh,Drágaköves kesztyű,hu
Juwelenbesetzter Lotus,Drágaköves lótusz II.,hu
Jádro obchodu,Kereskedelmi központ,hu
Jádro úsvitu,Hajnalmag,hu
K. V. meč,K. N. kard,hu
K.W. Miecz,K. N. kard,hu
"KEIN UMSEHEN, KEIN WECHSELN",SZILÁRD ELTÖKÉLTSÉG,hu
Kaderbaz,Sorsszövő,hu
Kahraman Çekilişi,Hősies zsákbamacska,hu
Kahuna,A nagy pofon,hu
Kahunahuna,A nagy pofon,hu
Kai'Sa,Kai'Sa,hu
Kamekameha,A nagy pofon,hu
Kamienna Płyta Gargulca,A vízköpő sziklavértje,hu
Kamizelka Cierniowa,Bokormellény,hu
Kamizelka Kolcza,Sodronyozott mellény,hu
Kampfhandschuhe,Bokszkesztyű,hu
Kan Adağı,Véráldozat,hu
Kan Bedeli,Véráldozat,hu
Kanalisierer,Fókusz,hu
Kanalisierermodus,Fókusz mód,hu
Kanasusamış,Vérszomjas,hu
Kanciarz,Szélhámos,hu
Kanoucí slzy,Záporozó könnyek,hu
Kapelusze Zabójcze jak Nigdy,Halálosabb süvegek,hu
Karanlık Leydi,Sötét hölgy,hu
Kararlı Yürek,Állhatatos szív,hu
Karayel,Zefír,hu
Karma,Karma,hu
Kayle's Boon,Kayle áldása,hu
Kayle's Exaltation,Kayle felmagasztosulása,hu
Kayle's Radiant Exaltation,Kayle ragyogó felmagasztosulása,hu
Kayle'ın Işıltılı Yüceliği,Kayle ragyogó felmagasztosulása,hu
Kayle'ın Lütfu,Kayle áldása,hu
Kayle'ın Yüceliği,Kayle felmagasztosulása,hu
Kayles Hochgefühl,Kayle felmagasztosulása,hu
Kayles Segen,Kayle áldása,hu
Kayles strahlendes Hochgefühl,Kayle ragyogó felmagasztosulása,hu
Kaylin dar,Kayle áldása,hu
Kaylino povznesení,Kayle felmagasztosulása,hu
Kaylino zářivé povznesení,Kayle ragyogó felmagasztosulása,hu
Kaz Gelecek Yerden...,Merész húzás,hu
Kedi Olalı Bir Fare,Csak jó valamire I.,hu
Kefaret Ruhu,A megváltás szelleme,hu
Kelch der Macht,A hatalom kelyhe,hu
Kemer Fazlalığı,Övszállítmány,hu
Keskin Nişancı,Mesterlövész,hu
Keskin Nişancı Amblemi,Mesterlövész embléma,hu
Kettenweste,Sodronyozott mellény,hu
Keşif Gezisi,Expedíció,hu
Khiên Hoàng Hôn,Az Alkony égisze,hu
Khiên Hừng Đông,A Hajnal égisze,hu
Khiên Đơn Đấu,Egyéni vért,hu
Kho Báu Chôn Giấu,Eltemetett kincsek,hu
Kho Báu Sắt,Vaseszközök,hu
Khu Giao Dịch,Csereszektor,hu
Khuyến Mãi Kinh Nghiệm,Szintlépés!,hu
Khéo Tay Hay Làm,Barkácsolt barkácsolás,hu
Khảm Bảo Thạch,Drágaköves lótusz II.,hu
Khế Ước Vĩnh Hằng,Örök paktum,hu
Khổng Lồ Hóa,Apró titánok,hu
Khổng Lồ Tí Hon,A legapróbb titán,hu
Khởi Động Nhanh,Lendületes kezdés,hu
Kick Start,Lendületes kezdés,hu
Kickstart,Lendületes kezdés,hu
Kim Long,Az aranysárkány,hu
Kindred,Kindred,hu
Kiralık Katil,Bérgyilkos,hu
Kiên Nhẫn Của Ekko,Ekko türelme,hu
Kiên Nhẫn Học Tập,Türelmes tanuló,hu
Kiên Nhẫn Là Một Đức Tính,Türelem rózsát terem,hu
Kişiselleştirme Fırsatı,Exkluzív testreszabás,hu
Kiếm B.F.,K. N. kard,hu
Kiếm Cong,Elátkozott penge,hu
Kiếm Súng Hextech,Hextech lőpenge,hu
Kiếm Tai Ương,Félholt csapás,hu
Kiếm Thuật Của Yasuo,Yasuo kardforgatása,hu
Kiếm Tử Thần,Halálosabb pengék,hu
Kiếm Tử Thần,Halálpenge,hu
Klarer Geist,Tiszta elme,hu
Klaue des Meuchlers,A portyázó karma,hu
Kleine Freunde,Apró cimborák,hu
Kleine Wundertüte,Kis zsákbamacska,hu
Kleine gespiegelte Persona,Csekélyebb Perszónatükör,hu
Kleines schwarzes Loch,Mini fekete lyuk,hu
Klejnot Rozpadu,Mételyékkő,hu
Klenot nákazy,Mételyékkő,hu
Klinge der Unendlichkeit,Határtalan penge,hu
Klinge des Todes,Halálpenge,hu
Klonprogramm,Másolás,hu
Kluftkrabbler,Suhanó sutyerák,hu
Knallhart,Narratív védelem,hu
Knight's Vow,Lovagi eskü,hu
Kniha vlastností,Az adottságok könyve,hu
Kognitive Steuer,Kognitív teher,hu
Kognitive Überladung,Kognitív túlterhelés,hu
Kognitivní přetížení,Kognitív túlterhelés,hu
Kognitivní zátěž,Kognitív teher,hu
Kolejka Duo,Páros várólista,hu
Koleżcy,Apró cimborák,hu
Kolosalna Hydra,Titánhidra,hu
Kommandant,Parancsnok,hu
Kommerzkern,Kereskedelmi központ,hu
Komponentenraub,Összetevőrablás,hu
Komutan,Parancsnok,hu
Koniec Rozumu,Utolsó esély,hu
Konserwator Biomaterii,Biomassza-megőrző,hu
Konto Oszczędnościowe,Pénzes persely,hu
Konzervátor biomateriálu,Biomassza-megőrző,hu
Kopyalama Süreci,Másolás,hu
Korbacz Napastnika,Lecsapó buzogány,hu
Korona Taktyka,A taktikus koronája,hu
Korona Zawsze Będzie Ciążyć,Nehéz a korona,hu
Koroze,Korrózió,hu
Korozja,Korrózió,hu
Korozyon,Korrózió,hu
Korrosion,Korrózió,hu
Koruma Eğitimi,Testőrképzés,hu
Korunní stráž,Koronaőr,hu
Koruyucunun Müttefiki,A gondviselő barátja,hu
Kosa Statikka,Statikk töltőpengéje,hu
Kosmický restart,Kozmikus újraindítás,hu
Kosmiczny Restart,Kozmikus újraindítás,hu
Kosmischer Neubeginn,Kozmikus újraindítás,hu
Kosmofaza,Űrzúzda,hu
Kostur Archanioła,Arkangyal pálcája,hu
Kostur Pustki,Az Üresség botja,hu
Kostur Serafina,Szeráf pálcája,hu
Kosturnik,Botkovács,hu
Kouzelný hod,Varázsdobás,hu
Kozmik Başlangıç,Kozmikus újraindítás,hu
Kraken'in Öfkesi,A kraken haragja,hu
Kraken's Fury,A kraken haragja,hu
Krakenův hněv,A kraken haragja,hu
Kraliyet Başlığı,Koronaőr,hu
Krev za krev,Véráldozat,hu
Kriegsbeil des Höllenfeuers,Pokoli csatabárd,hu
Kriegspfad,Hadiösvény,hu
Kritický úspěch,Kritikus siker,hu
Kritik Başarı,Kritikus siker,hu
Kritischer Erfolg,Kritikus siker,hu
Krmení plamenů,Tápláld a tüzet,hu
Krone des Taktikers,A taktikus koronája,hu
Kronwacht,Koronaőr,hu
Kroužková vesta,Sodronyozott mellény,hu
Krvavá oběť,Véráldozat,hu
Krvežíznivec,Vérszomjas,hu
Krwiopijec,Vérszomjas,hu
Krytyczny Sukces,Kritikus siker,hu
Księga Cech,Az adottságok könyve,hu
Kuchnia Taktyka,Taktikusok konyhája,hu
Kukiełka Cienia,Árnybáb,hu
Kukla Yağmuru!,Törésteszt bábuk,hu
Kuklaya Dönüştür,Közös gyakorlás,hu
Kukła Treningowa,Gyakorlófigura,hu
Kukły do Testów Wypadkowych,Törésteszt bábuk,hu
Kule,A torony,hu
Kusursuzluk Arayışı,Min-max,hu
Kutilův dar,A gyűjtögető adománya,hu
Kybernetická linka,Kibernetikus fellövő,hu
Kybernetické implantáty,Kibernetikus implantátumok,hu
Kybernetische Implantate,Kibernetikus implantátumok,hu
Kybernetische Verbindung,Kibernetikus fellövő,hu
Kâhin,Jós,hu
Kích Cỡ Là Quan Trọng,A méret a lényeg,hu
Kính Khóa Mục Tiêu,Célbefogó optika,hu
Kính Nhắm Ma Pháp,Horizont,hu
Kötü Niyetli Kazanç,Könyörtelen költség,hu
Kötü Yazılım Matrisi,Vírusmátrix,hu
Küçük Benlik Aynası,Csekélyebb Perszónatükör,hu
Kılavuz,Pásztor,hu
Kılavuz Amblemi,Pásztor embléma,hu
Kılçık,Halszálka,hu
Kılıç Fazlalığı,Kardszállítmány,hu
Kılıç İşçisi,Kardkovács,hu
Kırmızı Güçlendirme,Vörös erősítés,hu
Kısmen Büyülü Zar,Enyhén mágikus dobás,hu
Kısmi Yükseliş,Részleges Felemelkedés,hu
Kıymetli Metaller,Vaseszközök,hu
Kızartma Tavası,Serpenyő,hu
Kẻ Sống Sót,Túlélő,hu
Kết Nối Drone,Drónkapcsolat,hu
Kết Nối Gián Đoạn,Lekésett csatlakozás,hu
Kề Vai Sát Cánh,Összetartunk,hu
Kỳ Vọng Bất Ngờ,Várható váratlanság,hu
Kỷ Nguyên,Korszak,hu
L'Albero dei tratti,Az adottságfa,hu
L'amour du risque,Merész húzás,hu
L'atteso inaspettato,Várható váratlanság,hu
L'indomabile,A rettenthetetlen,hu
L'indomptable,A rettenthetetlen,hu
L'onore del Signore della guerra,Hadúri dicsőség,hu
L'uovo dorato,Az aranytojás,hu
La Bramasangue,Vérszomjas,hu
La Paciencia es una Virtud,Türelem rózsát terem,hu
La Sanguinaria,Vérszomjas,hu
La Torre,A torony,hu
La Tour,A torony,hu
La cumpărături,Bevásárló körút,hu
La espera merece la pena,Megéri a várakozást,hu
La fortuna te sonríe,Kedvez a szerencse,hu
La legge della mazza,A buzogány akarata,hu
La paciencia es una virtud,Türelem rózsát terem,hu
La pazienza è una virtù,Türelem rózsát terem,hu
La torre,A torony,hu
La trama lo protege,Narratív védelem,hu
La unión hace la fuerza,Csapatkeresés,hu
Lacrima della dea,Istennő könnycseppje,hu
Lacrima zeiței,Istennő könnycseppje,hu
Lacrimi curgătoare,Záporozó könnyek,hu
Ladino,Zsivány,hu
Ladungstransfer,Töltésátvitel I.,hu
Lama maledetta,Elátkozott penge,hu
Lama mortale,Halálpenge,hu
Lame d'infini,Határtalan penge,hu
Lame enragée de Guinsoo,Guinsoo dühpengéje,hu
Lame funeste,Halálpenge,hu
Lame maudite,Elátkozott penge,hu
Lame più letali,Halálosabb pengék,hu
Lame rotanti,Villanópengék,hu
Lames tueuses,Halálosabb pengék,hu
Lance de Shojin,Shojin lándzsája,hu
Lancea lui Shojin,Shojin lándzsája,hu
Lancer de dés,Várható váratlanság,hu
Lancia di Shojin,Shojin lándzsája,hu
Lanetli Kılıç,Elátkozott penge,hu
Lanetli Taç,Elátkozott korona,hu
Lanterna di Thresh,Thresh lámpása,hu
Lanterna do Thresh,Thresh lámpása,hu
Lanterne de Thresh,Thresh lámpása,hu
Lanza de Shojin,Shojin lándzsája,hu
Lança de Shojin,Shojin lándzsája,hu
Largo plazo,Hosszú távú befektetés,hu
Larme de la déesse,Istennő könnycseppje,hu
Larmes à gogo,Záporozó könnyek,hu
Last Whisper,Utolsó lehelet,hu
Lastrapietra del gargoyle,A vízköpő sziklavértje,hu
Latarnia Thresha,Thresh lámpása,hu
Late Game Scaling,Végjátékbeli erőnövelés,hu
Late Game Specialist,A végjáték szakértője,hu
Latent Forge,Szunnyadó kohó,hu
Latente Schmiede,Szunnyadó kohó,hu
Le Méga-mecha,A Masszív mecha,hu
Le dimensioni contano,A méret a lényeg,hu
Le prix du sang,Ebédpénz,hu
LeBlanc,LeBlanc,hu
Lebende Schmiede,Lángoló kohó,hu
Lecciones de Boxeo,Bokszlecke,hu
Leczące Echo,Jótékony visszhang,hu
Leczące Kule,Gyógyító gömbök I.,hu
Lecții de box,Bokszlecke,hu
Leerenhandschuh,Ürességkesztyű,hu
Leerenstab,Az Üresség botja,hu
Legie tří,Hármak légiója,hu
Legion Trójek,Hármak légiója,hu
Legion of Threes,Hármak légiója,hu
Legione dei tre,Hármak légiója,hu
Legiunea de trei,Hármak légiója,hu
Legião de Três,Hármak légiója,hu
Legión de Tres,Hármak légiója,hu
Legión del tres,Hármak légiója,hu
Legământul cavalerului,Lovagi eskü,hu
Legături ratate,Lekésett csatlakozás,hu
Leibwache-Training,Testőrképzés,hu
Lekce v boxu,Bokszlecke,hu
Lekko Magiczny Rzut,Enyhén mágikus dobás,hu
Leo Hạng,Felfelé a ranglétrán I.,hu
Leona,Leona,hu
Lesser Mirrored Persona,Csekélyebb Perszónatükör,hu
Letzter Atemzug,Utolsó lehelet,hu
Level Up!,Szintlépés!,hu
Leveleando en solitario,Szólójátékos,hu
Lezioni di pugilato,Bokszlecke,hu
Leçons de combat,Korai tanulságok,hu
Leże Barona,Baron verme,hu
Liaison cybernétique,Kibernetikus fellövő,hu
Liaison de drone,Drónkapcsolat,hu
Lich Bane,Félholt csapás,hu
Lich Boğan,Félholt csapás,hu
Lichtschild-Wappen,Fényőrző címer,hu
Lightshield Arması,Fényőrző címer,hu
Lightshield Crest,Fényőrző címer,hu
Ligne de front,Bokszlecke,hu
Limiar da Noite,Az éj kardja,hu
Limite da Razão,Utolsó esély,hu
Linceul d'apaisement,A mozdulatlanság leple,hu
Linceul de la congruence,Egyenlepel,hu
Lineup,Alakzatba,hu
Linh Hoạt,Rugalmas,hu
Linh Hồn Chuộc Tội,A megváltás szelleme,hu
Linh Thú Vào Bếp,Taktikusok konyhája,hu
Linie de înaltă tensiune,Magasfeszültség,hu
Linterna de Thresh,Thresh lámpása,hu
Liquidación,Villámakció,hu
Lissandra,Lissandra,hu
Listă duo,Páros várólista,hu
Lithoplastron de gargouille,A vízköpő sziklavértje,hu
Lithoplastron solo,Egyéni vért,hu
Litinová pánev,Serpenyő,hu
Little Buddies,Apró cimborák,hu
Living Forge,Lángoló kohó,hu
Liên Hoàn Tinh Tú,Csillagfényes kombó,hu
Llamada al caos,A káosz hívása,hu
Llamado al Caos,A káosz hívása,hu
Llora Todo lo que Quieras,Könnyek patakja,hu
Locket of the Iron Solari,Az iron solarik medálja,hu
Longo Prazo,Hosszú távú befektetés,hu
Loto Adornado,Drágaköves lótusz II.,hu
Loto enjoyado,Drágaköves lótusz II.,hu
Loto ingioiellato,Drágaköves lótusz II.,hu
Lottatore professionista,Hivatásos bokszoló,hu
Lotus cu nestemate,Drágaköves lótusz II.,hu
Lotus précieux,Drágaköves lótusz II.,hu
Loupež základních předmětů,Összetevőrablás,hu
Lourde est la couronne,Nehéz a korona,hu
Lov pokladů,Kincsvadászat,hu
Lovcův dráp,A portyázó karma,hu
Luchador,Bajkeverő,hu
Lucidité,Tiszta elme,hu
Lucky Gloves,Szerencsés kesztyű,hu
Luden'in Çığlığı,Luden vihara,hu
Luden's Tempest,Luden vihara,hu
Ludenova bouře,Luden vihara,hu
Ludens Sturm,Luden vihara,hu
Luksusowa Subskrypcja,Luxus előfizetés,hu
Lulu,Lulu,hu
Lumina stelelor,Csillagnéző,hu
Lunch Money,Ebédpénz,hu
Lunetist,Mesterlövész,hu
Lungimiranza,Előrelátás,hu
Lustrzana Osobowość,Perszónatükör,hu
Lutador,Bajkeverő,hu
Lutador Profissional,Hivatásos bokszoló,hu
Luvas da Sorte,Szerencsés kesztyű,hu
Luvas do Ladrão,Tolvajkesztyű,hu
Luvas do Pugilista,Bokszkesztyű,hu
Luvinhas,Egyujjas kesztyű,hu
Luxury Subscription,Luxus előfizetés,hu
Luxus-Abonnement,Luxus előfizetés,hu
Luxusní předplatné,Luxus előfizetés,hu
Lá Chắn Chiến Thuật,Taktikus pajzsa,hu
Lábrate un camino,Vágj utat,hu
Lágrima da Deusa,Istennő könnycseppje,hu
Lágrima de la Diosa,Istennő könnycseppje,hu
Lágrima de la diosa,Istennő könnycseppje,hu
Lágrimas Abundantes,Záporozó könnyek,hu
Lâmina Amaldiçoada,Elátkozott penge,hu
Lâmina Mortal,Halálpenge,hu
Lâmina da Fúria de Guinsoo,Guinsoo dühpengéje,hu
Lâminas Fatais,Halálosabb pengék,hu
Légion des trois,Hármak légiója,hu
Léčivá oka,Gyógyító gömbök I.,hu
Léčivé ozvěny,Jótékony visszhang,hu
Lò Rèn Thăng Hoa,Az istenek kohója,hu
Lò Rèn Thần Thoại,Hordozható kohó,hu
Lò Rèn Tiềm Ẩn,Szunnyadó kohó,hu
Lótus Adornada,Drágaköves lótusz II.,hu
Lõi Bình Minh,Hajnalmag,hu
Lüks Aboneliği,Luxus előfizetés,hu
Lấy Công Bù Thủ,Törékeny tüzér I.,hu
Lập Đội,Csapatkeresés,hu
Lễ Vật Tái Chế,A gyűjtögető adománya,hu
Lệ Lưu Ly,Záporozó könnyek,hu
Lệch Chuẩn,Bajkeverők,hu
Lồng Đèn Của Thresh,Thresh lámpása,hu
Lời Thề Hiệp Sĩ,Lovagi eskü,hu
Lời Thề Hộ Vệ,Az Oltalmazó esküje,hu
Lựa Chọn Độc Quyền,Exkluzív testreszabás,hu
M.C. Spada,K. N. kard,hu
Ma Thuật Đan Kết,Varázsszőttes,hu
Ma Trận Mã Độc,Vírusmátrix,hu
Mace's Will,A buzogány akarata,hu
Maceracının Pazubendi,Keresők karvértje,hu
Machadinha Infernal,Pokoli csatabárd,hu
Maestro Yi,Master Yi,hu
Magia Tejida,Varázsszőttes,hu
Magia entretejida,Varázsszőttes,hu
Magiczny Rzut,Varázsdobás,hu
Magie întrepătrunsă,Varázsszőttes,hu
Magitechnická puškočepel,Hextech lőpenge,hu
Mailles en or,Az aranysárkány,hu
Main de la justice,Az igazság ökle,hu
Makeshift Armor,Rögtönzött páncél,hu
Mal Kurtarma,Újrahasznosító láda,hu
Malandro Radiante,Sugárzó csirkefogó,hu
Maldición del Liche,Félholt csapás,hu
Mali Tytani,Apró titánok,hu
Malicious Monetization,Könyörtelen költség,hu
Malware Matrix,Vírusmátrix,hu
Malware-Matrix,Vírusmátrix,hu
Malwarová matice,Vírusmátrix,hu
Malá dárková taška,Kis zsákbamacska,hu
Malí kámoši,Apró cimborák,hu
Mana magique,Varázsszőttes,hu
Manechin de antrenament,Gyakorlófigura,hu
Manechine animate,Törésteszt bábuk,hu
Manechinizare,Közös gyakorlás,hu
Mangual del Guerrero,Lecsapó buzogány,hu
Mangual del guerrero,Lecsapó buzogány,hu
Mangual do Guerreiro,Lecsapó buzogány,hu
Mannequin d'entraînement,Gyakorlófigura,hu
Mannequinification,Közös gyakorlás,hu
Mannequins de choc,Törésteszt bábuk,hu
Mano de la Justicia,Az igazság ökle,hu
Mano de la justicia,Az igazság ökle,hu
Mano della giustizia,Az igazság ökle,hu
Manopla Adornada,Drágaköves kesztyű,hu
Manopla do Vazio,Ürességkesztyű,hu
Manteau de Négatron,Negatron palást,hu
Manteau de la nuit,Az éj kardja,hu
Mantello del Sole,Naptűz köpeny,hu
Mantello dello stratega,Taktikus köpenye,hu
Mantello di Negatron,Negatron palást,hu
